semester,study_hours,attendance,assignment,midterm,final,grade
Fall,3.161031085444068,69.30713356900073,61.93793103333256,33.43840146130053,44.47259516874137,F
Fall,9.644742811562475,46.99253880016278,93.18602622128873,81.07142303244471,88.99246532461832,A
Spring,2.6045563433117715,52.2749796168943,83.11043173657607,68.85188503564649,65.99403939551257,C
Spring,2.7533161902977765,90.86574221486653,62.22623205126807,81.2518107532508,62.8978495024031,D
Fall,5.864648171971853,60.676362174076246,69.15591769517512,71.93994589777532,68.16764178112388,C
Fall,9.346629141405549,54.84861697424274,51.66491145661579,32.33836786615823,52.29457001192071,D
Spring,7.142357427607962,99.09821803201893,50.725251942258396,58.0011325595597,57.775268655943165,D
Spring,6.35408555355175,56.79336517754054,78.78217773316679,50.08157877600948,64.25367371077401,D
Spring,3.9751301186811663,72.77837936056046,49.02960363863727,54.536453708676675,49.37668317628792,F
Spring,1.0413412128783317,59.11544581310743,68.76429288671066,84.64803758265094,63.44761461350131,D
Spring,1.6681638150975786,91.13563299108401,88.27823613201981,42.010338558260855,55.45175750630743,D
Spring,4.42259867352603,68.71193003506475,52.799588311858265,41.9425138199277,46.742038199766455,F
Fall,8.687103345634053,58.750360926485996,41.05296497865829,90.03905896113474,69.81101626718532,C
Fall,5.147961611388756,93.45522180850031,49.87722272333363,51.11304243292399,50.69202928528056,D
Spring,6.846248961781551,56.44313051115844,47.48939362403712,65.66695841493956,58.95503873915378,D
Spring,0.5917295146706514,48.332845068737164,64.81076511896694,86.64280236037905,61.7648860210797,D
Fall,9.635176691589516,84.72807448333317,71.3499606248902,30.986027965038847,60.20474881915065,D
Fall,6.606481760646513,61.047807286111045,65.37739370996843,41.049962253208484,55.783905906563795,D
Fall,8.17149491287649,59.63586767066955,40.50393753230373,74.89867737054368,62.50403578689195,D
Fall,6.909236681507417,44.970592648246694,47.9601070879818,85.83016338624597,67.33458155270594,C
Spring,4.979953183828889,72.02832435385695,93.23545363717378,47.69477758437779,66.3319988562784,C
Fall,1.7387633090808097,54.80513526496125,56.747881861238525,66.21505670368035,52.66270204412917,D
Fall,5.466589181674949,62.13095093897406,58.51025668615293,36.891087955570484,49.09371622003926,F
Fall,3.5356064235301377,84.20572797806294,56.70065865278678,37.203435966889124,44.63285069493064,F
Fall,8.621537072240436,77.43753498025274,77.69487707756431,59.135703786879034,71.97530649025822,C
Spring,5.845160079551649,56.069250159648966,62.16125422033329,78.09200195449962,67.79162262903647,C
Spring,9.462270769694756,60.93258993792216,87.14730132148756,61.65509976844605,78.44550197536296,B
Fall,8.243068803060687,61.65780959242693,42.87351613946952,60.2008286394982,57.71587551770847,D
Spring,7.394260013632104,88.86947042819966,40.98218181161679,36.84083237775247,45.91772570301191,F
Fall,5.253312118899839,81.19901339039737,66.18032867657848,77.68919020420343,68.05443179011245,C
Spring,6.356983937023674,52.320358879879734,71.38036679405417,95.6994409002071,79.54589095175186,B
Spring,8.410444248965732,63.146587936918074,69.16205167938014,71.84728175764033,73.22462187273965,C
Fall,1.8210720554275117,90.08932259212781,54.60017163039259,62.462079274015494,50.467044472618255,D
Spring,5.351105159309336,52.955694121917624,73.7697979316209,92.14163746644591,77.0667844778454,B
Spring,7.533323590616283,71.13371012857733,79.12832681658749,46.12695780084941,65.16876102820733,C
Spring,2.111734947804754,47.35751679403816,95.93394420799055,58.63820426372146,66.05232928429432,C
Fall,8.975979113624389,72.41410317715561,53.35014767150368,37.05470034920358,54.11389743553168,D
Fall,0.019808525428350876,87.60393545485675,46.02370015357739,54.339653858101464,40.18495865552825,F
Fall,2.815938684921606,75.4542088255699,73.74875399751438,96.94750234486571,73.91037990679524,C
Spring,2.8819706483761145,88.33336871296271,73.16205729745427,93.55856001921342,72.45218822341931,C
Spring,7.371035577290735,84.30225883390064,58.29512499731941,57.503974262449795,61.06171085848915,D
Spring,4.350571205696648,41.13204857420287,95.17569143611865,54.431852314647756,68.54415991169986,C
Fall,8.956567540421599,75.76900578369974,87.44608807241711,79.28344912313592,84.60494995906441,B
Spring,4.42627006076786,98.58102087216581,72.157278920966,33.440084879693025,51.09148564179933,D
Fall,2.293027856507676,66.8152835900757,97.90250507992397,60.76080845745925,68.05138112796864,C
Spring,0.901912909982856,92.36552218013875,46.2436167141916,61.47301117389196,44.890476975199135,F
Spring,7.174241378546736,63.28519037046681,68.53072628253835,38.25091574592046,57.061139568476996,D
Spring,7.111971542937951,80.7384535722534,41.43686602702646,67.95786776040485,57.98183660084843,D
Fall,7.0938149031234286,63.68943595359849,79.83625093290433,76.02982458737691,76.53406001435935,B
Spring,9.379947152351807,92.30976320795486,47.48936536185886,39.32234821936991,53.484579737195126,D
Fall,5.270807637224525,53.47713135772755,60.1574848900606,61.33955858232794,59.140432663404475,D
Spring,3.528436653306233,87.56968103572969,42.16156400068889,41.683905183562544,40.59506098031304,F
Fall,6.496560411852769,79.38416891345605,71.65919940402104,82.17733762413296,74.52773563496714,C
Spring,2.35666620016843,71.57010714584396,59.50073948832498,69.02411885675058,56.123275738367084,D
Spring,0.20911047365964275,44.421306141636954,60.44806981668059,34.54618798091659,38.41592406635816,F
Spring,9.09777001719744,58.163286806023294,99.37207586248607,57.18645934887532,80.81895411893944,B
Spring,6.195245116164346,44.94688487549044,59.64455968564749,36.985278559503215,51.042425530388975,D
Fall,0.923222413010597,75.42563354605745,69.74461964583001,60.98219154930723,54.13716930407609,D
Spring,4.552604987672307,48.8669682264353,79.04637571438283,37.36740321513206,55.67072154715057,D
Spring,1.2771562050104968,58.95631227987641,75.39589726989198,84.95584079257584,66.69500763500812,C
Spring,8.400891012835622,47.65820110346681,55.60305848182183,96.82940939892511,77.77476917797003,B
Fall,0.6856727805293517,53.11547902913633,61.879980138181494,32.14467160177025,38.9812062570394,F
Fall,4.9555047869324085,55.46066056025536,82.04598586592175,94.03728185808629,80.34431666346804,B
Spring,9.961190903828548,52.84932694738718,93.67333192468814,51.83902802307378,78.12732578676187,B
Fall,3.0927906946464168,80.02992126747043,46.210830769390014,31.862039173050977,37.414729366269235,F
Fall,2.2836238939346396,87.03480431445301,62.04062616973762,54.46183353797265,51.16823167095339,D
Fall,4.052735923252714,92.55916198741974,99.99126261610434,92.77938672067505,85.21373158121719,A
Fall,9.478940356673693,56.050920019246306,58.65407222641255,40.30286989127375,58.54065756042191,D
Spring,6.62565272382679,63.0505337018258,82.3639393906066,42.32289473236817,63.126039096843485,D
Spring,6.436176433442343,75.36861453843676,59.300572229620755,99.31921473500918,76.32026765273666,B
Fall,1.1394064351843114,71.01867636431972,93.5155765312752,61.195411687230774,64.16320815777101,D
Spring,5.638428334897727,64.45717870344404,78.83617600743419,52.46981993824427,63.79925504806684,D
Fall,0.17969834286261088,69.58639723988182,64.64518476479802,86.33590869712813,60.75183407049568,D
Fall,4.383539502911428,61.98071987681563,65.27956812554979,79.43386319751633,66.65245153504931,C
Fall,8.942211984860098,42.06322495587016,49.82128220448802,42.478844961290164,54.804474836031474,D
Fall,1.2972309522564196,82.69887274993644,51.13278997005322,92.88925979191573,60.20328180930042,D
Fall,7.426501674360756,49.89297139997467,58.20402467581128,49.810635937256606,58.058867593948676,D
Fall,7.460111473912418,42.24475082844211,44.95713218026834,61.692455829706205,57.580058151814654,D
Spring,1.1629319208194333,71.95719679614184,69.53016765780906,63.45904288939876,55.521548060521994,D
Fall,9.168971142000492,87.70339038166298,54.411493202764476,72.95027311496021,69.28264881109087,C
Fall,4.2640536718222,66.42560531972835,50.80347382659605,90.4182302094977,65.01678895808189,C
Spring,2.5499662329553274,49.94627400043731,70.55164639068968,74.3102552563511,63.044693124726976,D
Spring,2.127534250527632,59.53065844601373,41.665311769779706,64.32248678857206,46.65018792439597,F
Spring,2.8696120879182194,57.81372292882831,49.084527219438804,35.252483051700054,39.47402828429199,F
Spring,1.380488508827401,99.49554989576042,41.3711179369875,46.1309230773349,37.761793423383764,F
Fall,0.32447817724276296,61.88910754104625,96.19634267095036,91.19606205351621,75.60591824427216,B
Fall,2.865913672713125,92.71086690068424,43.58000740656019,96.73227716669506,61.856741174728356,D
Fall,4.860824883348075,46.981173187202515,64.32379625335892,38.36913163532251,50.79882092216873,D
Fall,8.091158153138547,79.50209719746776,80.23720562723557,61.19091109197901,72.75356299396293,C
Fall,8.844649051427782,81.42981596512033,67.69671506566857,55.51851256218727,66.9753891539979,C
Fall,4.353989298174868,70.69632768788314,65.30742266736416,73.34812718983244,64.17019853922838,D
Spring,5.171021974413436,99.5417025581659,75.82611762570245,71.65367294413494,69.33396017676183,C
Fall,4.26868081255222,42.17290272958486,40.915635952284006,97.92301043299733,64.07282017921698,D
Fall,2.8097007386290818,99.18616249210751,98.69158447729123,64.8761468237474,71.04649399767362,C
Fall,3.929271545457426,91.01661952222688,50.959773823620864,48.10621891990428,47.48494018832491,F
Fall,6.808813946711597,85.52609342836018,93.452846527114,73.96925735914806,80.58646944792801,B
Fall,2.1114060984926764,75.62343503702733,85.23029686492828,66.65269479142091,64.97600885952504,D
Fall,0.49602777109510776,74.42477157225834,86.29083991746512,74.1361577079002,65.16285459233634,C
Spring,4.918854546725591,60.433741443716904,54.14658069534731,31.45988064076071,44.08029362789439,F
Spring,0.8650149904491955,70.8564361655985,52.42367096203325,38.96560611519673,38.28574081179039,F
Fall,4.655369949325207,68.53187433639468,83.58140910906378,37.391427169089766,57.69987440991183,D
Fall,1.7564219583146057,77.30422753860665,82.85194729413702,90.377870909047,72.80477119790282,C
Spring,8.065335824469729,56.85966604749956,95.81189296217278,50.31150607360665,74.58003126325123,C
Fall,7.5224943771710615,69.92341131065322,98.56763126684169,91.83246268260547,91.205026334121,A
Spring,9.80597901138903,81.76114624432167,94.62389294948339,55.43645295634704,79.63609638511024,B
Spring,6.940812056466534,97.66151574186206,62.9946245686824,80.84944155811426,71.41925056365173,C
Fall,3.0315577031545473,59.345666404251055,65.56646140845977,38.52176101703795,47.698404376508186,F
Spring,7.157231369007164,90.66656517167893,59.66518746931531,43.87941041671907,55.73230189242808,D
Spring,8.22508104540663,45.170906432503514,76.79180434589217,54.940437555344694,69.14305885130801,C
Fall,6.871814091801307,47.558647564438566,90.74512649175622,37.0941307868912,64.87933109506159,D
Spring,3.1460045561927377,48.13996016448259,89.33266242677871,65.85365945875415,68.36653786659862,C
Fall,1.187670842065609,69.92685620265598,53.69864382589424,96.86750879985938,62.60180273443267,D
Fall,0.45159049754749936,78.52562066294969,42.984562386362434,54.731894287479925,39.98976366463195,F
Spring,3.2971687366538327,46.653477456936685,72.09286668040852,84.17062878905955,69.0997356610949,C
Spring,1.5718678392808927,53.69721620072424,84.27356322857236,71.33775704087773,65.38826378634182,C
Fall,9.459797600984492,65.26388225028825,66.27431750957268,77.41832521934984,76.396652293538,B
Fall,6.1594553041295965,79.37167305983733,88.93110616372846,40.795449225541276,64.20953276396709,D
Fall,5.48237071919343,44.76806849679893,53.52934607982871,92.32445731913141,69.3062627979709,C
Spring,5.7008828997222905,46.087390462809694,62.818202772613716,81.95267192774665,69.31011567958872,C
Fall,6.734794963354135,51.58707962301323,51.55271724774,43.70348583754023,51.572071160820364,D
Spring,9.889397873811168,80.45695235809254,91.99149046137558,55.34953887173589,78.71520748086692,B
Spring,2.765566193933383,81.82212815711992,57.9115757453363,54.22371020444261,50.38524676777833,D
Fall,8.831720326043053,63.116011592764124,63.94894548866335,89.77155564204963,79.15164110437131,B
Spring,6.686463420910873,42.77343729520727,49.82056921079687,74.42006098562459,63.06917892039033,D
Fall,3.8809983022603287,77.21697519154102,64.51683269084063,57.101337790583216,56.4092647970902,D
Fall,4.596092917736975,82.39218438423424,64.62668798694794,74.41660136818001,64.80950157752514,D
Fall,8.141157834744776,85.49943079389068,58.278378945279975,94.45248234612653,77.37466018605215,B
Spring,4.765682438260924,84.3442036737791,72.6551888366279,32.4512248691463,51.57393035883153,D
Fall,8.176299144211944,89.2526162963112,48.06356556744297,86.93936411243493,70.35377016037506,C
Spring,9.205754133510997,84.86987733402195,42.14198314281347,43.45997919519813,52.65229320222664,D
Spring,7.251427526985482,73.65707377907495,57.799689792146424,79.53368009736366,69.436203009775,C
Spring,4.029254909609855,57.048846065549874,73.8670149293978,73.01266494259332,66.81038176801616,C
Spring,3.1962774312532027,81.26325388794888,99.46392307555888,43.36525509490786,63.524226130693116,D
Spring,2.2510863747447765,56.83706677430386,70.37358832195527,83.42684447133288,66.02234586680481,C
Spring,1.9125756440993291,47.71287905783372,92.09371945782664,32.83760625150124,53.797681571929814,D
Fall,5.664610127834945,99.18482920103733,51.56259346457861,89.82871908321488,67.8857452747873,C
Spring,2.192058510367011,54.64537758777849,73.19783385027839,92.22586151497822,70.55359516683667,C
Spring,7.610388809160627,58.821252110936356,77.30035223658578,62.94265930973991,71.31798223685153,C
Fall,1.410087360193023,63.95915327437587,50.649102735391516,55.254354023468494,45.18155742393006,F
Spring,9.660876561936512,57.04496743081031,68.79324248843952,85.9370785398176,81.21388153517587,B
Spring,8.495554979475116,49.45985327881492,94.7356071296991,68.37190393681591,82.23411438555624,B
Spring,5.857009577821593,49.13865540938433,79.91694743869805,94.49196413615195,81.47758378558319,B
Fall,5.331366137580421,82.5133877389431,52.35103753790525,67.591558262057,58.63977059514575,D
Fall,4.546397741933472,60.63768876639826,88.39334369117137,93.78878886111933,81.96564850478322,B
Fall,8.71493529735915,95.22125802022231,48.3105498865869,75.30362194369957,66.87553932683288,C
Fall,2.163776018137591,66.02426712438852,99.89352566800414,74.30173847531448,74.00565769360263,C
Fall,0.8977613287991204,86.38755756302145,66.46853719458352,71.46953283439285,56.97075066918879,D
Fall,1.6116929960808901,68.5339836648049,70.87698233229679,39.151359457388594,47.23472270803594,F
Spring,4.556693254551832,94.85808593187164,73.00483182478501,59.152677014529615,61.976390044829515,D
Spring,6.842934925762938,98.13191913693836,89.04733182243035,56.74557282944151,72.00303171227462,C
Spring,4.902076931115422,53.26284215859436,95.35370844335924,66.08470056233796,74.37951746450973,C
Spring,7.028873074494312,89.62328769349348,48.334157058758294,75.87902805444989,63.74302019427191,D
Fall,5.109826140358745,47.23689035124749,73.43744026310112,39.02265057782382,55.203688617087465,D
Spring,5.158860257154146,58.78982871692655,74.68873982717156,78.8828133237997,71.7463417746968,C
Spring,7.067649317586742,65.50044177330491,85.4263399469081,54.71723954645891,70.19273043252029,C
Spring,8.358428509394578,91.65221848224905,62.56266648901939,54.210723883049376,63.426213167616666,D
Fall,0.8263078606409902,75.856601534263,42.29506794054532,37.81918850761382,33.698318300545644,F
Spring,8.214589792689653,92.32733590564611,69.30413101542216,99.99426746875366,84.14853897904963,B
Spring,6.0380589142956955,81.2027652589349,70.46519698848601,89.3670039930081,76.00899822118905,B
Spring,7.556439151439765,73.21043478934173,43.38116181197714,50.85934605897896,52.80908145126197,D
Fall,8.82178372540757,83.28457708641298,66.99980224145207,61.359118388884674,68.98713570294984,C
Fall,5.907590324199275,50.07083598878106,85.16832680185675,52.79841030010462,67.0018754891831,C
Spring,8.252254915219368,69.80405644013035,81.04260207641157,91.73141280258704,85.61411578203818,A
Fall,6.538808594849818,93.54289538987513,68.79388573076042,96.8112401265235,79.31966753261321,B
Spring,5.477961549932928,75.17497747529039,70.21272840096657,63.254291374715834,64.34273101013882,D
Spring,7.244655040466476,53.038343311821436,82.89657451394947,33.14782076826479,60.90706819381866,D
Spring,8.581006768722204,94.5744403468631,83.06722061420177,54.73658454050745,72.2835355993281,C
Fall,9.728117832446854,97.5324582440633,68.5147369103241,96.11190117645556,85.30689089960558,A
Spring,0.9001333857775273,85.8712514462044,72.4400449082148,99.35404786504147,70.51790388085757,C
Fall,5.356366437916473,84.72146421552023,57.570093795355575,39.44493522487214,49.51874448392403,F
Fall,6.087179395800101,99.5439630733558,84.8485541058615,84.96629728421652,80.1002993476314,B
Fall,2.221013691847651,63.069750138475094,46.38001839117611,78.4042747537705,54.35574464167395,D
Fall,1.532530663520898,46.955776124591864,41.80883079918547,38.01892086146717,34.996161991302856,F
Fall,9.264762115451676,83.96830221534634,96.58539207035714,85.44217173075467,91.34054975134808,A
Fall,3.394250878865198,71.91532371925345,82.33296785984406,43.45375354132787,57.10319031819916,D
Spring,2.101647807277968,64.8169316591222,83.85386388549851,91.96381729662167,74.53036808740401,C
Fall,5.08284384101529,52.248999385931526,93.68327280592555,70.08330783986696,75.67231994034759,B
Spring,4.826024730176098,57.68516968731648,75.7502458859864,75.32008057019473,70.08018004282465,C
Fall,0.28027787082922084,68.7711222730937,64.56736707625431,46.31456432545927,44.91332830234388,F
Fall,0.641547783262506,88.9228523868772,71.0790098293223,98.13112868093911,68.96715097062958,C
Fall,8.989118851147838,83.32600793407599,67.06412257663558,70.25896172927203,72.90747142465872,C
Fall,9.257843687104403,56.68546881732101,42.590982714556084,61.559965083848745,60.176066493570744,D
Fall,3.0945455893792175,45.87661953459304,40.299045902079904,58.03105751259806,45.52113254462963,F
Fall,4.388692408603428,87.52529680893832,68.19470884847783,80.66718020490367,68.32214043855946,C
Fall,3.960921681581846,87.76815425730192,40.867262128387246,38.06834841357477,39.496087579948494,F
Fall,5.965204816712621,49.57168290845775,57.63031512083137,73.2437182414665,64.28002297834439,D
Spring,5.96772203657223,51.68415887740158,72.29452072368926,79.62489168073033,72.7032090349123,C
Spring,1.2131899935930457,85.54168249388155,79.16723799103163,35.13993128983797,48.14924769953393,F
Fall,3.1222215353511054,43.842331560330855,41.791138981068826,79.69310369664501,54.838140141787754,D
Spring,1.6268879552812165,89.73574035868063,67.25394363381389,38.988537712169446,45.75076844895577,F
Spring,6.317381019096171,52.16295904601034,90.48861641424266,35.86448538155245,63.176002756510385,D
Fall,0.4086656372220743,89.09458128359655,67.6418006870579,87.94960783075061,63.05389468156755,D
Spring,8.113077381108535,53.280034592746276,83.53189916398081,76.73590575378935,80.33327672932515,B
Fall,8.15824652383585,41.522214543862205,92.6206735538228,47.991190366971885,72.56123861598957,C
Fall,8.53671686853318,69.82732386453382,72.25547950859624,91.40699032615328,82.53842167096616,B
Fall,2.623804843283226,76.548623289499,48.76138419789574,76.00337151696266,55.153511972509804,D
Spring,0.4134344689685021,65.33578148410513,61.49263057976081,47.90124952360045,44.58442097928151,F
Fall,5.193270539465555,86.25632362673085,58.08160433308243,54.39549371383728,55.377380297699,D
Fall,8.67415343696225,90.81819463806153,52.79137728480099,44.71838332004751,56.352211115863895,D
Spring,1.990059695517451,55.196270805311926,50.867840594708355,33.72760263074396,37.818296681215834,F
Fall,6.19364262231962,98.50629804445762,47.98312768428071,56.775563373547776,54.29076166777064,D
Fall,1.9526322026311305,53.85923182032014,70.39079741391177,98.45730491933459,71.4445053385608,C
Fall,8.710760331636076,90.09360262971691,48.235100545604126,32.03899887280753,49.53116043063682,F
Spring,5.641024509357111,80.09763704844998,85.37347130160423,74.3129967754125,75.15663624952091,B
Fall,8.915465455830724,52.940251113147326,53.44627648795429,77.23882717010576,70.10497237488548,C
Fall,6.25885199384758,92.39744216560837,93.70345268281861,80.62679857652677,82.24980449143331,B
Fall,0.17956398812512098,72.41271458548947,85.37533013176122,50.15037846763735,54.56941141600967,D
Spring,8.05064334890189,43.750189644138004,44.31194806954746,30.56532786593701,46.05219707199757,F
Spring,0.4561407340103818,84.9154327028172,84.05816233356434,94.46626080516836,72.32205072351384,C
Spring,6.9034825396126465,65.91823884373048,45.26726064041863,92.65680178292837,68.97659004856409,C
Fall,5.289057238447837,72.91534568780526,49.394872197526695,69.88320909164867,58.289346992565825,D
Spring,9.516553979670874,89.48196055904812,98.98774161151051,64.13644779381671,84.28278372147264,B
Spring,1.9428982925411742,52.7413830159983,75.36107832052127,86.2484909227057,68.52962428237313,C
Spring,2.643522498322298,94.45015154832628,50.18972426087076,53.26772447380846,46.67002449051628,F
Fall,3.4314985531530997,88.73998071026146,63.211505476086124,71.76733733160182,60.854534229381386,D
Spring,3.6002533588533945,42.466052548234295,99.02228394393319,49.381865173596125,66.56216636471852,C
Fall,5.369554499861087,77.50167846041484,54.84069490845902,82.10529923597181,65.51750665749451,C
Fall,0.9458826610147386,46.61835556415458,84.07636747771942,85.52012406932876,69.73036194084875,C
Spring,4.45701557258603,62.79931377681007,91.78528074279328,79.7403961037912,77.52430188380585,B
Fall,0.16326688831548086,87.81103338528324,50.271842520413614,42.81507590841804,37.56130114816363,F
Fall,2.3037266634116382,98.55619365695372,80.40509475585334,58.42427319437913,60.13920050691627,D
Spring,5.058391013444733,51.049449755481874,56.09987926854021,40.97409028098439,48.94636984669931,F
Spring,0.9824048428860643,70.78993805511988,41.1455085472466,43.061335878028686,35.64754745588225,F
Spring,1.727013960252688,95.71191017382277,41.613566265977624,65.09853583706456,46.13886876172225,F
Spring,4.421093438415873,65.720447512491,42.978970246044504,95.83549906044995,64.36797459942953,D
Fall,0.9745186416883134,97.4752333045624,96.83321793168685,57.677619454782715,63.753372237964456,D
Spring,8.972617565651591,43.0977384802997,43.845027701922845,82.77348057207985,68.59263844090427,C
Fall,7.5926867393375765,57.773074704620555,87.88047250014756,48.84090334920041,69.87392381841435,C
Fall,3.706850228315046,80.11260834915774,84.36929257180739,96.30132644881022,79.68194806487715,B
Fall,4.7986973996103455,43.88549462412147,49.596915893655364,82.20055881494005,62.316384682658864,D
Fall,6.076734532494492,45.62129446526734,46.0378456406961,41.98681332023616,47.36333264936189,F
Fall,2.6575003115116713,57.88097357863984,59.78237803271422,90.99765961596563,65.62701568249528,C
Fall,1.0815134973676122,79.65512449654206,72.23749465578376,52.84025502411869,52.19412686669621,D
Spring,6.073218951101698,71.56959735684846,68.14061150594554,86.55588897229487,74.02503809349956,C
Spring,6.2119857700221415,44.46084491687935,52.49207844143753,48.442534927889014,52.79781688777491,D
Spring,9.170596820658252,91.28797828316897,41.115763914499524,54.17584173611284,56.45783590156145,D
Spring,8.691813334410742,66.46505517836253,63.19530984750802,73.03438667226393,71.87550527673028,C
Fall,5.884256346762523,77.1136194999331,87.89051709198762,51.12308508479328,67.37395356423741,C
Spring,0.6790371913009285,70.46468907817325,65.44562020137701,77.85763288539809,58.6793756173119,D
Spring,1.7748446159007625,83.07357251983625,81.58429283955222,83.6570790667715,69.64623799433102,C
Spring,2.8162128554118415,89.25213326925743,96.47119054196654,75.79196984963095,74.53768986746267,C
Fall,6.072422512379929,76.24867567286898,82.99509353307567,43.85595997178235,62.88526642670307,D
Fall,4.689007654940084,44.967304544628135,81.38113639432851,55.53126740636835,64.14297683015891,D
Spring,3.1148265950943967,46.84473628056498,49.925381507935775,68.68979915329068,53.67572545467937,D
Fall,6.622974951976502,96.95984891223088,52.2216009329244,97.43003629972608,73.1066047970132,C
Spring,4.721095077716387,93.0663385096779,52.035447201172474,52.53349820129819,51.26976831642104,D
Spring,8.32031599612327,69.18726372068502,81.53799593355737,44.44227071037105,67.0327386498179,C
Spring,3.791809421531349,87.50364906030666,96.41003878904327,40.14450938856329,62.205438114105334,D
Fall,6.469090547890057,76.44695389503202,68.30719682757727,51.43312133505697,60.834308360833816,D
Fall,8.059577683244704,69.86018268192741,48.71785292552374,99.01799569025175,75.21349481279961,B
Spring,4.275884843169914,56.02273379920866,44.70204372738829,58.54946912605406,49.85237482771677,F
Fall,9.271025165135015,53.586072973906184,42.686893961642966,83.5837383506002,69.0503032551673,C
Spring,5.547579167960109,68.77998879648416,94.07533380107294,97.72685315426757,87.81603311805642,A
Spring,1.6659093246677914,94.8439783111535,92.80836251338158,95.76866079028466,78.76262797080209,B
Fall,6.264509726983731,47.68137910257091,68.10804002938293,32.89296224246968,52.92942036270851,D
Fall,6.757958457105191,71.80512360162102,48.58852836198845,96.37180235495777,71.50004920098887,C
Spring,9.458815945962003,44.54918831992774,88.99896864565346,69.51215893583199,82.3220829245182,B
Spring,2.6142147098903856,71.62647242243273,54.47882464490833,36.25311757737137,41.521206308692655,F
Spring,8.722847973975954,49.05451422429286,53.439107287725115,30.295810607327038,50.93966310597277,D
Fall,5.10025685122291,55.21354180470625,45.381015044918634,60.16333794531077,52.41825489853758,D
Spring,6.411942402213455,79.11511864220954,40.774413166621116,74.61641846241986,58.980217456043306,D
Fall,2.0486582230189954,48.8765696258832,67.89178883717338,83.24076063401,64.55033623451135,D
Fall,8.229932390016854,47.43635162614967,93.77647627252883,94.85604120927037,91.91287177275339,A
Spring,6.686559012322951,41.82129799258102,62.837627765656265,38.43146757712603,53.880756161758825,D
Spring,0.4430344741799741,51.98524745207649,54.39340946425608,42.063275802706784,39.4687430551451,F
Fall,1.356563101444045,78.48263087457335,53.229461667858985,46.801259019797044,42.72541447795051,F
Fall,1.6988986982647303,68.99679004559088,69.50953929701605,55.65422908895829,53.4633047509192,D
Fall,5.557108631626808,40.78161462349528,97.7887343827535,45.1756037623663,68.29995252130155,C
Fall,0.8258408090442926,89.01566308817854,41.44528655965605,47.54789995823146,37.24895622524359,F
Fall,4.4579561217056005,51.7114574335739,50.368090616735834,79.16591546728108,60.72951467701797,D
Spring,3.2619404694261434,82.51172048039182,90.78494402802137,91.35252013433843,79.37886660379621,B
Spring,4.43907933518867,44.82074846678589,62.727487548994766,46.085292143296584,52.40327054729388,D
Spring,8.591195097923253,59.863686164928524,65.56274460554462,58.619611797791244,66.85533275718086,C
Spring,3.0049378915088845,74.60312125306007,41.87510743550513,90.19818565253425,58.83919301823352,D
Fall,1.604613825989687,95.56429777578906,73.11639393025277,49.49187217641213,52.25253409464534,D
Spring,2.4597055109562174,70.64296601861356,74.95407648924694,34.16440375408509,48.56680311924525,F
Spring,5.6736755458857715,66.51383962770569,60.9041692442741,36.029699111910105,50.12089843424523,D
Spring,2.624140445310422,59.526518519903945,96.03821427662336,83.12489641918415,76.91352516894386,B
Fall,9.195598149272024,91.37956088103115,97.03833338071404,67.21354969261618,84.09194952787614,B
Fall,1.6079411754684392,47.249544304525394,82.5205050682388,35.37484566404579,50.37402264385072,D
Spring,4.294550140267544,93.58450106351665,85.03949565784626,71.62304968240787,71.25411841663674,C
Fall,8.935426930434511,81.24497715579169,51.905826384276494,30.423826548270437,50.80271503388779,D
Spring,9.657072370854538,57.312412431912215,53.66014099453139,81.80848141965234,73.50159370738257,C
Spring,2.463256098899672,43.31677406806856,49.11040373272449,76.45809289407862,55.15391084852058,D
Fall,0.42806059621905423,64.19435872828899,46.128770273828835,89.60521989823869,55.149717261265124,D
Spring,8.139060473499054,74.6333638811378,56.872694284450205,95.37745061254708,77.17817890579703,B
Spring,9.27911252204815,61.40182073958533,95.12615899109761,44.25935957977105,74.31243247244377,C
Fall,3.261569205002224,68.9944591521835,46.30390119646722,51.56033093784408,45.668831263728976,F
Fall,5.921360289370687,93.49263078336254,52.76451254199519,54.337497575064816,54.68352462556538,D
Spring,5.703684690598623,42.2914182278182,92.70030508496959,43.462466350277,65.87247795529588,C
Fall,5.303435121291597,59.700245801967284,64.64471141940919,35.64312646875865,50.72200539785033,D
Fall,2.17638432441238,48.36190241870086,50.12942395328043,97.1652738895299,63.270647785948896,D
Spring,6.129763050307989,71.23033057149593,67.01391630758978,82.79962977458761,72.18494453348694,C
Fall,8.731924772688574,89.29034278634757,87.27063270720465,99.0927163658272,92.00918917458989,A
Spring,3.1804977355865804,71.5582873458011,91.66352050730126,37.5575672661754,58.04943058056382,D
Spring,1.2824552580736492,49.18160069690825,74.74898237384987,58.157913201992685,55.727668746484326,D
Fall,7.803659682644344,86.51607365840817,65.87241430109069,82.59405079029756,74.99390540184399,C
Fall,8.354742085975115,88.0386281788221,61.27125669514979,30.702948056002633,53.4991660724112,D
Spring,7.8192456629387745,96.08742986858019,71.58617036519473,42.52076527162035,61.28126558060359,D
Fall,0.3868839618190556,99.36215051374717,95.5118196665156,93.28438549573063,76.29224998853661,B
Spring,6.115092824740852,75.953441896673,72.73306520626414,90.47385793442481,77.5129549057573,B
Spring,6.212232364457226,92.10715619225189,76.3804512691467,77.84572722505712,74.11493612659599,C
