date,platform,content_type,followers,likes,comments,shares,engagement_rate
2024-03-27 13:00:00,Instagram,Text,18746,4324,2998,1333,0.4616984956790782
2024-03-27 14:00:00,Twitter,Text,135632,11287,2603,4205,0.1334124690338563
2024-03-27 15:00:00,Twitter,Text,45241,2305,3073,3574,0.1978736102208174
2024-03-27 16:00:00,LinkedIn,Video,23247,202,356,4680,0.22531939605110338
2024-03-27 17:00:00,Instagram,Text,122990,5746,2564,4782,0.10644767867306285
2024-03-27 18:00:00,LinkedIn,Image,15467,7757,3136,2277,0.8514902696062585
2024-03-27 19:00:00,Instagram,Text,175728,6294,602,3936,0.06164071747245743
2024-03-27 20:00:00,Twitter,Text,11996,14211,997,213,1.285511837279093
2024-03-27 21:00:00,Instagram,Image,153429,3595,1866,2540,0.052147899028215004
2024-03-27 22:00:00,Twitter,Image,168307,2771,124,3968,0.04077667595524845
2024-03-27 23:00:00,Instagram,Video,55345,10405,43,1909,0.22327220164423164
2024-03-28 00:00:00,Instagram,Text,157125,5982,3841,688,0.06689578361177406
2024-03-28 01:00:00,Twitter,Video,95565,12128,894,1185,0.148663213519594
2024-03-28 02:00:00,Instagram,Video,66417,12843,2421,3909,0.2886760919644067
2024-03-28 03:00:00,Twitter,Image,142407,8494,320,1434,0.07196275463987023
2024-03-28 04:00:00,LinkedIn,Image,57459,11306,2055,1980,0.2669903757461842
2024-03-28 05:00:00,LinkedIn,Video,108371,11283,2759,3213,0.15922156296426165
2024-03-28 06:00:00,LinkedIn,Text,104799,4248,2723,1693,0.0826725445853491
2024-03-28 07:00:00,Instagram,Image,185775,975,728,106,0.009737585789261203
2024-03-28 08:00:00,LinkedIn,Video,118620,9157,2365,4577,0.1357191030180408
2024-03-28 09:00:00,Twitter,Text,73223,5945,1680,1260,0.12134165494448465
2024-03-28 10:00:00,Instagram,Text,104124,5993,1795,2469,0.09850754869194422
2024-03-28 11:00:00,Twitter,Video,96735,12472,2287,2328,0.17663720473458416
2024-03-28 12:00:00,LinkedIn,Image,90243,8814,2907,2816,0.16108728654854115
2024-03-28 13:00:00,LinkedIn,Video,71286,7672,3568,2413,0.19152428246780573
2024-03-28 14:00:00,Instagram,Text,75662,8222,548,4849,0.179997885332135
2024-03-28 15:00:00,LinkedIn,Image,147235,1346,2522,1992,0.039800319217577346
2024-03-28 16:00:00,Instagram,Video,141877,2287,2370,1318,0.04211394376819358
2024-03-28 17:00:00,Twitter,Video,37978,11473,419,2873,0.3887777134130286
2024-03-28 18:00:00,Twitter,Image,69743,1703,1436,3111,0.0896147283598354
2024-03-28 19:00:00,LinkedIn,Video,145517,8724,834,567,0.069579499302487
2024-03-28 20:00:00,LinkedIn,Image,188748,6647,2089,64,0.04662301057494649
2024-03-28 21:00:00,Instagram,Image,20963,11954,613,2841,0.7350093021037065
2024-03-28 22:00:00,Twitter,Video,2907,2034,1181,2099,1.8280013759889921
2024-03-28 23:00:00,LinkedIn,Image,107949,7014,3451,1890,0.11445219501801777
2024-03-29 00:00:00,Instagram,Text,81609,9088,2273,4501,0.19436581749561935
2024-03-29 01:00:00,Twitter,Image,183942,2420,3967,2982,0.05093453371171348
2024-03-29 02:00:00,Twitter,Video,169041,11381,3668,1329,0.09688773729450252
2024-03-29 03:00:00,Instagram,Image,147875,1493,1945,3836,0.04919019442096365
2024-03-29 04:00:00,Twitter,Image,29220,9661,3270,3048,0.5468514715947981
2024-03-29 05:00:00,LinkedIn,Text,72744,12570,3142,1210,0.23262399648080942
2024-03-29 06:00:00,Instagram,Video,82595,3321,3178,1924,0.10197953871299716
2024-03-29 07:00:00,Instagram,Text,109738,1022,2377,507,0.03559386903351619
2024-03-29 08:00:00,LinkedIn,Video,104353,14428,3778,2890,0.2021599762345117
2024-03-29 09:00:00,LinkedIn,Video,29290,6118,1004,241,0.2513827244793445
2024-03-29 10:00:00,Instagram,Image,65059,7245,3516,3893,0.22524170368434807
2024-03-29 11:00:00,LinkedIn,Image,85200,10984,82,2631,0.16076291079812208
2024-03-29 12:00:00,LinkedIn,Video,145600,4470,522,1597,0.04525412087912088
2024-03-29 13:00:00,Instagram,Text,15197,12036,3247,1563,1.108508258208857
2024-03-29 14:00:00,Twitter,Text,20698,1537,2041,1532,0.24688375688472317
2024-03-29 15:00:00,LinkedIn,Text,83688,13628,3808,631,0.2158851926202084
2024-03-29 16:00:00,Instagram,Text,47189,14033,2303,4941,0.4508889783636017
2024-03-29 17:00:00,Twitter,Video,108093,3401,1895,622,0.054749151193879346
2024-03-29 18:00:00,LinkedIn,Video,65684,2100,2158,1309,0.08475427805858352
2024-03-29 19:00:00,Twitter,Text,29718,11628,1310,246,0.44363685308567197
2024-03-29 20:00:00,LinkedIn,Image,165557,8610,2389,4244,0.0920710087764335
2024-03-29 21:00:00,Twitter,Text,1963,13500,2819,338,8.485481406011207
2024-03-29 22:00:00,Instagram,Video,169387,7609,3593,4934,0.09526114754969389
2024-03-29 23:00:00,Instagram,Image,76075,2044,2957,2290,0.09583963194216234
2024-03-30 00:00:00,Instagram,Image,59825,11055,3093,3042,0.2873380693689929
2024-03-30 01:00:00,LinkedIn,Text,54012,8673,1238,4298,0.2630711693697697
2024-03-30 02:00:00,Twitter,Text,32863,6759,1197,717,0.2639138240574506
2024-03-30 03:00:00,LinkedIn,Text,4286,11710,3512,2170,4.057862809146057
2024-03-30 04:00:00,LinkedIn,Image,89775,11505,1516,2199,0.1695349484823169
2024-03-30 05:00:00,LinkedIn,Image,100773,1816,3730,144,0.05646353686007165
2024-03-30 06:00:00,Instagram,Text,22503,648,1860,3077,0.24818913033817713
2024-03-30 07:00:00,LinkedIn,Video,137865,2314,1825,4747,0.06445435752366445
2024-03-30 08:00:00,LinkedIn,Text,62615,964,2409,2190,0.08884452607202747
2024-03-30 09:00:00,Twitter,Text,169722,6609,3280,2622,0.07371466280152249
2024-03-30 10:00:00,LinkedIn,Image,103268,11308,2274,2389,0.1546558469225704
2024-03-30 11:00:00,Twitter,Video,182753,14195,1408,1985,0.09623918622402916
2024-03-30 12:00:00,LinkedIn,Image,142588,7331,1282,4624,0.09283389906584004
2024-03-30 13:00:00,Twitter,Text,159688,2160,3459,2865,0.053128600771504435
2024-03-30 14:00:00,Instagram,Video,126223,4826,1668,1658,0.06458410907679266
2024-03-30 15:00:00,LinkedIn,Image,56789,5806,3222,4599,0.23995844265614819
2024-03-30 16:00:00,Instagram,Text,124454,14423,3320,4188,0.17621771899657704
2024-03-30 17:00:00,Twitter,Text,128984,7664,2437,2878,0.10062488370650623
2024-03-30 18:00:00,LinkedIn,Image,158390,170,379,1098,0.010398383736346991
2024-03-30 19:00:00,Instagram,Image,83964,310,3406,745,0.053129912819779905
2024-03-30 20:00:00,LinkedIn,Text,128978,4672,2394,123,0.05573818790801532
2024-03-30 21:00:00,Twitter,Video,186702,6479,869,2524,0.05287570566999818
2024-03-30 22:00:00,LinkedIn,Video,194309,7652,1780,4749,0.07298169410577997
2024-03-30 23:00:00,Twitter,Video,91600,2166,2767,1545,0.07072052401746724
2024-03-31 00:00:00,Twitter,Text,16492,2641,2366,3450,0.5127940819791414
2024-03-31 01:00:00,Twitter,Video,29412,7720,1762,821,0.35029919760641914
2024-03-31 02:00:00,LinkedIn,Video,82597,7051,1764,3382,0.1476688015303219
2024-03-31 03:00:00,LinkedIn,Video,3305,12560,1627,908,4.56732223903177
2024-03-31 04:00:00,LinkedIn,Image,66249,12390,2033,718,0.22854684599012814
2024-03-31 05:00:00,Instagram,Image,187681,5282,1746,3739,0.05736862015867349
2024-03-31 06:00:00,Instagram,Image,60713,9734,3451,1766,0.24625697955956716
2024-03-31 07:00:00,LinkedIn,Text,112346,7749,3674,2186,0.12113470884588681
2024-03-31 08:00:00,Instagram,Text,183551,1188,2480,480,0.02259862381572424
2024-03-31 09:00:00,LinkedIn,Video,31467,2902,2611,2168,0.244096990497982
2024-03-31 10:00:00,LinkedIn,Image,106632,2772,809,680,0.03995986195513542
2024-03-31 11:00:00,LinkedIn,Image,10736,14396,1105,4137,1.8291728763040238
2024-03-31 12:00:00,LinkedIn,Text,892,3540,374,2387,7.063901345291479
2024-03-31 13:00:00,Instagram,Image,67636,3135,1809,1837,0.10025725944763143
2024-03-31 14:00:00,Instagram,Text,147386,5267,2020,3172,0.07096332080387553
2024-03-31 15:00:00,LinkedIn,Text,57915,2896,3671,1549,0.14013640680307346
2024-03-31 16:00:00,Instagram,Video,180205,4729,3455,4510,0.07044199661496629
2024-03-31 17:00:00,Instagram,Image,102296,4322,1804,4126,0.1002189723938375
2024-03-31 18:00:00,Instagram,Text,163262,14101,3483,2146,0.12084869718611801
2024-03-31 19:00:00,Twitter,Video,127141,14480,2637,3965,0.16581590517614303
2024-03-31 20:00:00,LinkedIn,Image,76794,11594,1576,831,0.1823189311664974
2024-03-31 21:00:00,LinkedIn,Text,80144,9714,3696,1703,0.18857306847674185
2024-03-31 22:00:00,LinkedIn,Text,41544,11914,215,4372,0.39719333718467165
2024-03-31 23:00:00,Instagram,Text,75222,10546,3618,433,0.19405227194171917
2024-04-01 00:00:00,Twitter,Image,197543,1363,3745,4654,0.0494170889375984
2024-04-01 01:00:00,LinkedIn,Video,8499,1939,1136,158,0.3803976938463349
2024-04-01 02:00:00,Instagram,Image,165714,720,1767,4270,0.04077507030184535
2024-04-01 03:00:00,Twitter,Text,110905,14896,3342,4635,0.20623957441053153
2024-04-01 04:00:00,Instagram,Text,144157,2377,2449,3873,0.06034393057569178
2024-04-01 05:00:00,Twitter,Text,58565,7350,3520,3366,0.24308033808588747
2024-04-01 06:00:00,Twitter,Video,154878,7771,3882,3994,0.1010279058355609
2024-04-01 07:00:00,LinkedIn,Text,92013,417,3547,3771,0.08406420831838979
2024-04-01 08:00:00,LinkedIn,Image,95154,12809,2708,4786,0.21336990562666835
2024-04-01 09:00:00,LinkedIn,Image,92881,93,1756,1593,0.03705817120832033
2024-04-01 10:00:00,Twitter,Video,105884,2029,694,3656,0.06024517396396056
2024-04-01 11:00:00,Instagram,Image,177293,4132,3352,372,0.0443108300948148
2024-04-01 12:00:00,Instagram,Text,116113,5212,3925,2628,0.10132371052336947
2024-04-01 13:00:00,Instagram,Text,176087,10036,3237,4298,0.09978590128743178
2024-04-01 14:00:00,LinkedIn,Text,114583,3560,3284,3417,0.08955080596598099
2024-04-01 15:00:00,Twitter,Text,136008,7966,1566,3176,0.0934356802541027
2024-04-01 16:00:00,Twitter,Video,91908,14596,2208,3263,0.21833790312051182
2024-04-01 17:00:00,LinkedIn,Image,78821,4894,730,4702,0.1310056964514533
2024-04-01 18:00:00,LinkedIn,Text,168250,2816,3580,1297,0.045723625557206535
2024-04-01 19:00:00,LinkedIn,Text,58725,11449,1023,3939,0.27945508727117924
2024-04-01 20:00:00,LinkedIn,Image,187425,6185,3398,1576,0.059538482059490465
2024-04-01 21:00:00,LinkedIn,Video,91809,1010,3417,2777,0.07846725266586065
2024-04-01 22:00:00,LinkedIn,Image,187192,8363,3568,3915,0.08465105346382323
2024-04-01 23:00:00,LinkedIn,Text,31981,13849,2363,3433,0.6142709733904506
2024-04-02 00:00:00,Instagram,Text,20010,5568,1656,1822,0.45207396301849073
2024-04-02 01:00:00,LinkedIn,Image,39363,12372,1158,3322,0.4281177755760486
2024-04-02 02:00:00,Twitter,Image,21521,6546,3036,3314,0.5992286603782352
2024-04-02 03:00:00,Twitter,Image,45716,12973,3318,3890,0.4414428208942165
2024-04-02 04:00:00,LinkedIn,Video,93782,755,1481,4364,0.0703759783327291
2024-04-02 05:00:00,LinkedIn,Video,147565,8492,2024,4545,0.1020634974418053
2024-04-02 06:00:00,Instagram,Text,113280,11997,2329,4983,0.17045374293785312
2024-04-02 07:00:00,LinkedIn,Image,49123,1533,2403,3792,0.15731938195957088
2024-04-02 08:00:00,Instagram,Text,36699,4881,2823,2291,0.2723507452519142
2024-04-02 09:00:00,LinkedIn,Text,198630,10831,2772,9,0.06852942657201833
2024-04-02 10:00:00,LinkedIn,Video,100934,5456,3377,1958,0.10691144708423327
2024-04-02 11:00:00,LinkedIn,Image,45327,374,1373,333,0.04588876387142321
2024-04-02 12:00:00,Twitter,Text,24830,12444,282,2518,0.6139347563431333
2024-04-02 13:00:00,LinkedIn,Image,34061,2821,2290,4931,0.2948239922492
2024-04-02 14:00:00,LinkedIn,Video,37298,5010,1226,1538,0.20842940640248808
2024-04-02 15:00:00,Instagram,Text,18888,196,3955,106,0.22538119440914867
2024-04-02 16:00:00,Instagram,Text,38732,5151,2010,374,0.19454198079107715
2024-04-02 17:00:00,LinkedIn,Text,105472,8288,1838,4508,0.1387477245145631
2024-04-02 18:00:00,LinkedIn,Video,140638,12692,1355,4581,0.13245353318448783
2024-04-02 19:00:00,LinkedIn,Video,88985,4576,3586,3920,0.13577569253244928
2024-04-02 20:00:00,Twitter,Video,84492,6365,2510,3926,0.15150546797329925
2024-04-02 21:00:00,Instagram,Text,174375,4267,632,68,0.028484587813620073
2024-04-02 22:00:00,Twitter,Text,77953,1972,3848,4276,0.12951393788564905
2024-04-02 23:00:00,LinkedIn,Text,26240,3460,2970,2195,0.3286966463414634
2024-04-03 00:00:00,Twitter,Image,154146,12942,2019,1791,0.1086761901054844
2024-04-03 01:00:00,Instagram,Text,16720,11772,2314,456,0.8697368421052631
2024-04-03 02:00:00,Instagram,Text,157665,14172,3143,1393,0.11865664541908477
2024-04-03 03:00:00,LinkedIn,Video,43592,4566,3293,4487,0.28321710405579004
2024-04-03 04:00:00,Instagram,Text,69955,14615,2326,161,0.24447144592952613
2024-04-03 05:00:00,Twitter,Image,92624,553,3109,2273,0.0640762653307998
2024-04-03 06:00:00,Instagram,Text,57792,7346,3235,1762,0.2135762735326689
2024-04-03 07:00:00,Twitter,Image,105599,11795,2656,705,0.14352408640233336
2024-04-03 08:00:00,Instagram,Video,143342,1926,2438,1177,0.038655802207308396
2024-04-03 09:00:00,LinkedIn,Image,75595,13966,3004,4868,0.28888153978437725
2024-04-03 10:00:00,LinkedIn,Text,41428,6333,3311,4214,0.334508062180168
2024-04-03 11:00:00,LinkedIn,Text,18717,9233,3590,2031,0.7936100870866057
2024-04-03 12:00:00,Twitter,Video,132414,901,3454,2706,0.05332517709607745
2024-04-03 13:00:00,LinkedIn,Text,148000,9565,1582,4304,0.10439864864864865
2024-04-03 14:00:00,Instagram,Image,28135,12993,3150,3843,0.7103607606184468
2024-04-03 15:00:00,Instagram,Image,85381,9178,362,1483,0.12910366474976867
2024-04-03 16:00:00,LinkedIn,Video,119034,8563,19,1414,0.08397600685518423
2024-04-03 17:00:00,Twitter,Image,98018,683,1280,1934,0.039758003631985964
2024-04-03 18:00:00,Twitter,Image,186848,8558,2689,1312,0.06721506251070389
2024-04-03 19:00:00,Instagram,Video,63382,5766,3170,173,0.14371588148054654
2024-04-03 20:00:00,Twitter,Image,6547,13102,3619,893,2.6903925462043685
2024-04-03 21:00:00,Twitter,Image,17582,3576,1567,195,0.30360596064156525
2024-04-03 22:00:00,Instagram,Image,176649,11212,2668,2693,0.09381881584384853
2024-04-03 23:00:00,Twitter,Text,29373,2011,3709,3219,0.3043271031219147
2024-04-04 00:00:00,Twitter,Text,78689,4375,3833,1168,0.11915261345296038
2024-04-04 01:00:00,LinkedIn,Text,152423,11793,1373,2580,0.1033046193815894
2024-04-04 02:00:00,Twitter,Image,86231,8080,252,1759,0.11702288040263942
2024-04-04 03:00:00,Twitter,Text,124035,1103,899,2045,0.03262788728987786
2024-04-04 04:00:00,Instagram,Video,160442,4193,2507,2118,0.05496067114595929
2024-04-04 05:00:00,Twitter,Text,37340,11376,3769,2275,0.46652383502945904
2024-04-04 06:00:00,LinkedIn,Text,183583,11148,3833,3341,0.09980226927329873
2024-04-04 07:00:00,LinkedIn,Text,8708,8041,2783,3170,1.6070280202112999
2024-04-04 08:00:00,LinkedIn,Image,43247,13580,2996,3063,0.4541124239831665
2024-04-04 09:00:00,Twitter,Image,79616,12984,950,3270,0.2160872186495177
2024-04-04 10:00:00,Instagram,Image,47777,9069,1876,4797,0.3294890847060301
2024-04-04 11:00:00,Twitter,Text,199709,149,3839,2707,0.03352377709567421
2024-04-04 12:00:00,Instagram,Text,189385,9701,3365,972,0.07412413865934472
2024-04-04 13:00:00,Twitter,Image,128138,4697,2355,766,0.06101234606439932
2024-04-04 14:00:00,LinkedIn,Text,16524,7007,320,2075,0.5689905591866377
2024-04-04 15:00:00,Instagram,Video,36323,13352,559,287,0.39088181042314785
2024-04-04 16:00:00,Twitter,Video,83762,8284,1313,4113,0.16367804016140972
2024-04-04 17:00:00,Instagram,Video,161963,1071,355,2135,0.02198650309021196
2024-04-04 18:00:00,Twitter,Text,54593,13885,444,1374,0.2876376092172989
2024-04-04 19:00:00,Twitter,Video,173484,3290,1774,4857,0.05718682990938646
2024-04-04 20:00:00,Twitter,Image,37955,2064,1919,2503,0.17088657620866815
2024-04-04 21:00:00,LinkedIn,Text,81786,886,3861,4992,0.11907905998581664
2024-04-04 22:00:00,Instagram,Text,122409,9983,3619,105,0.1119770605102566
2024-04-04 23:00:00,Instagram,Video,176082,359,345,4098,0.02727138492293363
2024-04-05 00:00:00,LinkedIn,Image,197147,1077,2631,3160,0.03483694907860632
2024-04-05 01:00:00,Instagram,Image,127350,1014,1133,838,0.023439340400471142
2024-04-05 02:00:00,LinkedIn,Video,71947,8721,2595,201,0.16007616717861758
2024-04-05 03:00:00,LinkedIn,Video,97517,9457,2399,3172,0.15410646348841742
2024-04-05 04:00:00,LinkedIn,Image,81551,7162,2855,3036,0.16005934936420155
2024-04-05 05:00:00,LinkedIn,Image,156555,13498,3055,4601,0.13512184216409567
2024-04-05 06:00:00,Instagram,Image,124023,1470,3739,3428,0.06964030865242737
2024-04-05 07:00:00,Instagram,Video,74357,14185,1947,1,0.21696679532525517
2024-04-05 08:00:00,LinkedIn,Image,167147,9897,1345,825,0.07219393707335459
2024-04-05 09:00:00,LinkedIn,Video,70672,3417,550,3412,0.10441193117500566
2024-04-05 10:00:00,LinkedIn,Text,191882,721,1610,4672,0.036496388405374135
2024-04-05 11:00:00,Instagram,Text,79074,13833,1950,4940,0.26207097149505526
2024-04-05 12:00:00,Instagram,Text,184636,9530,2740,3200,0.08378647717671527
2024-04-05 13:00:00,LinkedIn,Image,130595,12305,3602,2862,0.14371913166660286
2024-04-05 14:00:00,Instagram,Video,193472,14629,1908,3119,0.10159609659278862
2024-04-05 15:00:00,Twitter,Image,147877,12187,1279,898,0.09713478093280226
2024-04-05 16:00:00,Twitter,Image,15066,11117,2138,148,0.8896190096906943
2024-04-05 17:00:00,LinkedIn,Text,132627,14162,3060,271,0.13189622022665068
2024-04-05 18:00:00,Twitter,Image,97535,7923,3798,3619,0.15727687496796022
2024-04-05 19:00:00,Instagram,Text,182537,8020,1790,4498,0.07838410842733254
2024-04-05 20:00:00,Instagram,Video,71190,6752,1433,2645,0.15212810788032027
2024-04-05 21:00:00,Instagram,Video,104552,1541,877,1798,0.04032443186165736
2024-04-05 22:00:00,Instagram,Video,175049,14636,2578,865,0.10327965312569623
2024-04-05 23:00:00,Instagram,Video,74195,4098,1381,4609,0.13596603544713257
2024-04-06 00:00:00,LinkedIn,Video,69229,11078,1099,262,0.1796790362420373
2024-04-06 01:00:00,LinkedIn,Image,62948,9622,1265,847,0.18640782868399314
2024-04-06 02:00:00,LinkedIn,Text,33130,58,1608,3250,0.1483851494114096
2024-04-06 03:00:00,Twitter,Image,113609,2575,90,3829,0.05716096436021794
2024-04-06 04:00:00,Instagram,Image,134368,8668,1194,1996,0.0882501786139557
2024-04-06 05:00:00,Instagram,Video,71707,5250,3576,2349,0.15584252583429792
2024-04-06 06:00:00,Twitter,Text,138934,853,1297,1362,0.025278189644003628
2024-04-06 07:00:00,Instagram,Text,89009,12421,1130,3832,0.19529485782336617
2024-04-06 08:00:00,Twitter,Image,109173,13358,1499,4276,0.17525395473239722
2024-04-06 09:00:00,Twitter,Text,80458,4881,2263,1627,0.10901339829476249
2024-04-06 10:00:00,Twitter,Image,127246,2080,1993,4648,0.06853653552960408
2024-04-06 11:00:00,LinkedIn,Video,182012,4874,2042,2580,0.05217238423840186
2024-04-06 12:00:00,Twitter,Text,23956,5129,3342,1740,0.42623977291701454
2024-04-06 13:00:00,LinkedIn,Text,157008,7480,1555,3734,0.08132706613675736
2024-04-06 14:00:00,Instagram,Text,86049,12349,2073,2425,0.1957837976036909
2024-04-06 15:00:00,Instagram,Text,28221,14128,426,341,0.5277984479642819
2024-04-06 16:00:00,Instagram,Text,29196,13401,1036,1092,0.5318879298534046
2024-04-06 17:00:00,Twitter,Text,103664,12662,591,216,0.129929387251119
2024-04-06 18:00:00,Instagram,Image,34338,6349,474,3820,0.30994816238569517
2024-04-06 19:00:00,LinkedIn,Text,177183,2028,779,2750,0.031363054017597626
2024-04-06 20:00:00,LinkedIn,Video,100411,6883,638,598,0.08085767495593112
2024-04-06 21:00:00,Instagram,Image,116242,7153,66,2217,0.08117547874262315
2024-04-06 22:00:00,Instagram,Video,123118,13176,2081,2026,0.14037752400136455
2024-04-06 23:00:00,Twitter,Text,7892,6777,1706,629,1.1545869234668018
2024-04-07 00:00:00,Twitter,Video,192221,9047,3534,3690,0.08464735902945048
2024-04-07 01:00:00,Twitter,Text,63739,6742,1610,2880,0.17621864164797063
2024-04-07 02:00:00,Instagram,Image,76559,2502,1687,1475,0.07398215755169216
2024-04-07 03:00:00,Twitter,Text,22467,3972,3577,1528,0.4040147772288245
2024-04-07 04:00:00,Instagram,Image,42901,353,3812,2467,0.15458847113120908
2024-04-07 05:00:00,Twitter,Video,199768,1603,1327,1970,0.024528453005486364
2024-04-07 06:00:00,Twitter,Text,4294,9941,3226,4431,4.0982766651141125
2024-04-07 07:00:00,Instagram,Video,132840,13519,3023,1707,0.1373757904245709
2024-04-07 08:00:00,Twitter,Text,104447,12474,688,3884,0.16320238972876194
2024-04-07 09:00:00,Instagram,Video,46809,12588,89,2381,0.3216902732380525
2024-04-07 10:00:00,Instagram,Image,9303,5179,2742,4214,1.3044179297000968
2024-04-07 11:00:00,Twitter,Video,25880,9801,1322,253,0.43956723338485315
2024-04-07 12:00:00,Twitter,Video,88741,13254,1411,3680,0.20672518903325407
2024-04-07 13:00:00,LinkedIn,Image,89245,9665,1591,1961,0.14809793265729174
2024-04-07 14:00:00,LinkedIn,Video,156228,4268,405,1920,0.04220114192078245
2024-04-07 15:00:00,Instagram,Video,168752,13731,1549,4791,0.11893784962548593
2024-04-07 16:00:00,Twitter,Image,80500,7045,2740,3196,0.16125465838509317
2024-04-07 17:00:00,LinkedIn,Text,188219,345,1179,2246,0.020029858834655374
2024-04-07 18:00:00,LinkedIn,Image,59278,2451,472,885,0.06423968419987179
2024-04-07 19:00:00,Twitter,Text,78087,14667,728,4913,0.2600688975117497
2024-04-07 20:00:00,Twitter,Text,113739,4717,3641,4331,0.11156243680707585
2024-04-07 21:00:00,Instagram,Video,164357,13381,3475,2115,0.11542556751461756
2024-04-07 22:00:00,Twitter,Image,57864,753,3631,4464,0.1529102723627817
2024-04-07 23:00:00,LinkedIn,Text,166299,1881,3875,2967,0.052453712890636744
2024-04-08 00:00:00,Twitter,Video,14368,2894,3585,477,0.4841314031180401
2024-04-08 01:00:00,Twitter,Image,14444,13081,314,518,0.9632373303793963
2024-04-08 02:00:00,LinkedIn,Text,37873,13241,3122,744,0.451693818815515
2024-04-08 03:00:00,LinkedIn,Video,38040,1658,3433,4690,0.25712407991587805
2024-04-08 04:00:00,Instagram,Video,177749,3290,870,339,0.025310972213627082
2024-04-08 05:00:00,Twitter,Text,57227,5262,779,4332,0.18126059377566534
2024-04-08 06:00:00,Instagram,Video,2604,6128,411,4781,4.34715821812596
2024-04-08 07:00:00,Twitter,Image,108782,2326,1719,3309,0.0676030961004578
2024-04-08 08:00:00,Twitter,Text,95862,7889,3635,3433,0.1560263712419937
2024-04-08 09:00:00,Instagram,Text,46445,11070,185,2792,0.30244375067283885
2024-04-08 10:00:00,Instagram,Text,154764,1920,3926,565,0.04142436225478793
2024-04-08 11:00:00,Instagram,Image,116325,1189,3130,4184,0.07309692671394799
2024-04-08 12:00:00,Twitter,Text,70279,8770,3728,4715,0.24492380369669461
2024-04-08 13:00:00,LinkedIn,Image,1136,507,3962,539,4.408450704225352
2024-04-08 14:00:00,LinkedIn,Text,127396,5403,458,1465,0.05750573016421238
2024-04-08 15:00:00,Instagram,Image,14579,7746,3971,298,0.8241305988065025
2024-04-08 16:00:00,Instagram,Video,163420,1566,2205,2375,0.03760861583649492
2024-04-08 17:00:00,LinkedIn,Text,53706,11578,3291,701,0.28991174170483747
2024-04-08 18:00:00,Twitter,Video,2271,5693,3260,1387,4.553060325847644
2024-04-08 19:00:00,Instagram,Image,27510,2234,1956,3073,0.26401308615049074
2024-04-08 20:00:00,Instagram,Text,195576,3444,3743,1572,0.04478565877203747
2024-04-08 21:00:00,LinkedIn,Image,109137,4850,2400,1512,0.08028441316876953
2024-04-08 22:00:00,LinkedIn,Video,188585,11060,3365,2412,0.0892806957075059
2024-04-08 23:00:00,LinkedIn,Text,48398,12400,696,2301,0.3181329807016819
2024-04-09 00:00:00,Twitter,Video,47732,497,2207,4645,0.15396379787144893
2024-04-09 01:00:00,LinkedIn,Video,115367,8833,3715,3221,0.1366855339915227
2024-04-09 02:00:00,Twitter,Image,144740,14070,2645,4601,0.14727096863341163
2024-04-09 03:00:00,Instagram,Text,153204,75,2984,1140,0.027407900577008433
2024-04-09 04:00:00,LinkedIn,Image,143264,13968,1740,1666,0.12127261559079741
2024-04-09 05:00:00,Twitter,Image,104529,2754,58,2420,0.050053095313262345
2024-04-09 06:00:00,Twitter,Video,9809,7309,1397,3421,1.2363135895606077
2024-04-09 07:00:00,LinkedIn,Image,194604,2590,1114,1637,0.02744547902406939
2024-04-09 08:00:00,LinkedIn,Image,66828,9034,2747,2891,0.21954869216496078
2024-04-09 09:00:00,Twitter,Image,86898,8202,227,1691,0.116458376487376
2024-04-09 10:00:00,LinkedIn,Video,90484,4630,1142,2911,0.09596171698863888
2024-04-09 11:00:00,LinkedIn,Text,79264,6100,3948,2337,0.15625
2024-04-09 12:00:00,LinkedIn,Image,185884,13805,2144,1905,0.09604914893159175
2024-04-09 13:00:00,Twitter,Video,60002,3169,1251,2505,0.11541281957268092
2024-04-09 14:00:00,Twitter,Text,5142,14114,3413,1423,3.6853364449630495
2024-04-09 15:00:00,Instagram,Video,70750,7310,1638,661,0.13581625441696113
2024-04-09 16:00:00,LinkedIn,Image,122357,13387,275,112,0.11257222717131019
2024-04-09 17:00:00,Twitter,Video,185673,657,3621,1153,0.02925034873137182
2024-04-09 18:00:00,Twitter,Video,51342,7163,3373,1737,0.23904405749678626
2024-04-09 19:00:00,Instagram,Video,149362,12295,211,2587,0.10104979847618538
2024-04-09 20:00:00,Twitter,Video,65692,8159,1522,2229,0.18130061499117092
2024-04-09 21:00:00,Twitter,Video,105318,10007,2056,1703,0.1307089006627547
2024-04-09 22:00:00,Instagram,Image,90709,2219,2185,2851,0.07998103826522175
2024-04-09 23:00:00,Instagram,Video,132724,4197,92,2116,0.04825803923932371
2024-04-10 00:00:00,Instagram,Image,122846,6401,1765,550,0.07095062110284421
2024-04-10 01:00:00,LinkedIn,Text,22710,3531,1943,1178,0.29291061206516955
2024-04-10 02:00:00,Twitter,Image,165228,9283,2286,576,0.07350449076427724
2024-04-10 03:00:00,Twitter,Text,107373,2433,317,1180,0.03660138023525467
2024-04-10 04:00:00,Twitter,Video,30020,676,3434,2910,0.23384410393071287
2024-04-10 05:00:00,LinkedIn,Image,195867,4513,1260,978,0.03446726605298493
2024-04-10 06:00:00,Instagram,Video,153241,10024,407,1994,0.0810814338199307
2024-04-10 07:00:00,LinkedIn,Video,18314,1785,3466,91,0.291689417931637
