department,salary,years,performance,training_hours,attrition
HR,98330.17808800485,7,3.4211038496757693,25.943401251400378,0
IT,40236.9474101507,9,3.5623229664054197,77.65643083705149,0
IT,34425.84540948154,16,2.182930688645576,74.94006906074563,0
IT,91704.14379989001,22,1.0283722298481939,66.51533822103347,0
Sales,73239.78329694275,19,4.374201335796014,40.48961824771408,0
Sales,113333.37225006707,6,2.6460703396831637,63.41589459503973,0
IT,111304.84908489429,6,2.9618256763970394,19.39423123383734,0
HR,116296.29058425855,9,4.369877137874655,49.53374115572768,0
Finance,69266.12774360378,6,2.857978784070804,57.25018185551654,0
IT,62640.73336861926,23,1.3943127606929804,68.43118437859023,0
Sales,97270.30119620914,1,2.3320348222207734,67.26132637174109,1
Sales,35604.136050794565,20,3.5759592265470688,74.47019253625214,0
HR,84797.12534423811,22,2.4577471614450315,71.81053957209147,0
Sales,109639.40412806117,24,3.434678735430759,49.97192881635708,0
HR,33355.275412399074,2,1.036590193553951,45.50926556700129,1
IT,94026.64529924624,14,4.4436115536600145,50.6313015714137,0
Sales,89711.60841028017,21,3.8381340549224,6.675446882865952,0
IT,111790.83163989519,9,2.0572278845242478,2.427353549941893,0
Sales,104983.67300495059,2,2.418937114815361,27.921329997065136,1
Finance,87019.36170405634,15,4.047482147811493,78.11312729651897,0
IT,50662.710977452356,3,4.419158166476116,26.242426805154384,0
IT,74414.56066274553,4,3.2538995719157247,75.34062567186427,0
IT,44759.199638811784,7,3.066905539602402,65.02532199934083,0
IT,56688.93955873698,4,2.930831306245296,11.205510826179745,0
Finance,79094.08590984163,8,2.6528822790794804,21.408442172839646,0
IT,117410.4487766391,5,3.0988713761173123,48.282728780689695,0
HR,105942.24858964708,12,1.0381976763912708,4.141420366538355,0
Sales,52145.04565314003,17,1.6015565478515805,54.09971151235203,0
Finance,119449.59137950749,23,1.93164543631698,37.70881855639496,0
Finance,78458.37463817227,18,2.4154436967072757,11.63181906776944,0
Sales,50585.19311060308,13,1.6565942632169683,51.181502649150524,0
IT,103274.50820409977,1,1.3649165104709193,45.32977861048259,1
IT,110119.12742306222,21,4.284523106592636,22.40777503745994,0
HR,119594.40434817786,24,1.5437613585979513,34.274526499335074,0
HR,36710.43949190283,0,2.1680868147148966,23.163823611473173,1
Sales,115195.0321812409,1,1.1947541962001753,61.4281393697333,1
Finance,82758.40698199731,4,2.3099058816462925,77.15714045803901,0
Sales,110815.32104328544,24,1.4991892718015203,30.28423931652422,0
Sales,50016.7646407172,5,1.0398139354295721,33.39889753911609,0
HR,64618.48584510897,16,3.3698325262429742,58.9561044395899,0
HR,48761.49017722943,4,1.5408269760458317,31.414264897972267,0
Finance,81548.58710714878,5,4.534654354804803,70.2962274186178,0
HR,32527.60632412271,21,1.0213449919006097,74.90692547881467,0
HR,112353.7791664737,2,1.030026023560624,63.47783645652455,1
IT,62243.89530474593,3,1.5408341713443896,5.513525787660747,0
Finance,106016.49400545054,19,3.236615422084209,1.2346965580659575,0
Sales,110941.21284211206,2,3.355211487930855,21.849223394502353,0
IT,53465.908827387364,4,4.83232569440264,58.656098583002375,0
IT,73762.66500639834,3,1.539337150638728,22.577577426341485,0
IT,65906.3626374274,23,2.8857951440318894,9.157455270425512,0
Finance,64227.99316649462,18,4.601989333632101,14.83841733244323,0
IT,83954.22402062538,15,3.742917425235459,10.27416850582954,0
IT,54122.90170959232,1,4.164036581892018,9.586401005728442,0
Finance,77971.47058268575,6,1.249074409021366,16.296271996076868,0
Sales,119112.08252269604,9,3.799803398208808,63.75580783578921,0
Finance,71338.46948356123,7,1.753535382041616,72.05353878577947,0
HR,90342.32824113879,4,3.7525058826700755,48.50708448897808,0
IT,119380.45992853213,12,4.9801774504118015,59.4697554736906,0
Finance,54843.36504778544,1,3.9186983128947674,12.410602424180164,0
Sales,42336.740235526326,4,2.6171701874657454,52.84636570134823,0
Sales,113879.27028859589,2,1.6583333232062207,57.49226791078839,1
Finance,78123.13665037567,3,1.370067414018337,24.18997343123218,0
Finance,57041.00504400037,22,1.7354936070865747,5.853578978842364,0
Finance,73306.89822893187,8,1.2712574972160984,22.09218109030796,0
Finance,36807.04307631162,12,2.195538149293819,2.9678983668037873,0
Finance,38189.386735087726,14,4.350227019878833,41.76782549422805,0
HR,107172.2282984255,5,2.8050685608631545,71.53707586653076,0
Finance,43093.175793672235,13,1.061641869537564,34.83888396399728,0
Sales,50794.721419692054,5,2.0200441768274096,67.86994300054553,0
IT,77946.70262709331,15,1.8960081864236469,11.829322430891303,0
Finance,67480.36274947508,20,3.6465091949013804,24.434308371968303,0
Finance,89533.02744390581,15,3.305174243519449,29.349294534545436,0
HR,107913.9609117672,3,3.1239382120717445,49.001695326184475,0
HR,106184.77085286868,11,2.595050469319218,8.750428418840706,0
Sales,61847.481103446386,10,1.994738400662936,26.020696227728646,0
IT,53113.46131093632,5,1.777986083236076,60.35430894025589,0
IT,38912.60681758656,4,4.50813078785978,59.42837910401347,0
IT,55896.414319779215,16,1.697643233436747,25.257818397130336,0
Sales,112196.36424518605,15,2.305352860908606,69.54161837557534,0
IT,103864.45225482286,21,3.299577167829731,67.72792743355541,0
HR,30711.118080112068,16,2.5337441631119977,73.96438693693821,0
Finance,37553.949118157485,17,4.098276795872071,51.64740678644043,0
HR,50448.47166424667,6,4.185895866984824,22.514491422010686,0
Finance,66286.34590046928,24,2.162421403238311,27.581960134626982,0
IT,92080.86866070874,15,2.7762613929550755,23.285386124370646,0
HR,70352.31436464784,13,1.8141088054850272,71.87756181040918,0
HR,89621.97948613949,7,1.8066944689119886,7.1233461529710596,0
Finance,99424.01310433385,15,3.286916799630776,63.12103092229623,0
Sales,36837.97168426344,5,2.318180798915384,13.593473831960283,0
IT,80649.09982533088,14,4.726779806006472,77.60294224144066,0
IT,67874.06746324556,10,4.092489311820256,0.9905612217244641,0
IT,31208.118659587195,4,4.047917893315747,72.58088484053557,0
IT,102652.22584487559,17,3.400187343667964,12.965258536318185,0
HR,94836.82569253488,13,2.8865909851032323,16.71297291072948,0
IT,36425.695077918186,13,3.2288638008020865,20.597058975361442,0
IT,113499.08394638415,5,1.1965200580878035,72.45317894721643,0
Finance,104520.27882284216,20,1.8345779810276333,21.12666109217244,0
HR,70084.89666818446,16,3.0476583930383736,14.909155488778607,0
IT,80087.0369118455,22,1.0632949756245025,70.28001230099336,0
HR,38097.82030146683,22,2.2343476093621417,31.770470308576407,0
HR,91197.55563114065,12,4.705793585537706,44.44846122951695,0
Sales,90068.22896262206,7,3.6802464953901133,42.30222486057926,0
Finance,81754.81346733993,13,3.726104948204625,23.850587128948824,0
Finance,90117.44781647559,22,2.1198734504527605,78.21568304493992,0
Sales,80118.41665752872,4,1.3077275722239579,26.132610416613122,0
Finance,59403.93863496492,16,2.0607581167834903,57.152786033223876,0
Sales,103095.88542156549,19,2.3212334187185126,49.362132162185816,0
Sales,83543.90840977132,19,2.7936173895955614,16.527178112441703,0
Sales,66439.0042220717,4,1.9758053243322338,74.97626433997043,0
HR,68449.7368469115,23,3.691877857512962,28.566454029347142,0
IT,69980.57539209357,18,2.0760816243684883,79.65815714422621,0
Finance,97537.02139443233,14,4.036904463173325,25.865938848517427,0
HR,52329.45475255723,13,3.4929804026537354,16.383568962974806,0
HR,91462.68429851222,23,2.0621722929433846,38.21802703506634,0
IT,57440.763107587074,16,3.077569626066363,67.35393497212682,0
HR,66368.26955367957,21,1.6892772877132551,59.58780917733308,0
Finance,36307.72264742901,16,1.2015083103686957,58.28364546628536,0
Sales,100069.09831239666,12,1.592567066344444,12.186783315190972,0
HR,72251.66426934852,11,3.8818845966198476,28.336361639301693,0
Finance,78977.7198105207,7,3.9233155666114463,25.907412075617682,0
Finance,95181.95547896551,18,4.474128691718352,44.40396739107622,0
HR,107718.72128048187,1,1.5612677456698423,71.53598866218357,1
HR,119015.6431776592,10,4.124652480938842,55.75901819230272,0
Finance,92895.94248967824,12,1.069777752135253,11.654438505362332,0
Finance,101498.18801722836,6,2.445927434806908,21.358121688759653,0
HR,82690.9956071054,20,4.177494435262176,62.77709510345631,0
Sales,43039.705669795396,1,1.7930453025710786,10.507987931984326,1
IT,107404.70611014486,10,1.2550933937687452,76.83649826260704,0
HR,78328.511891629,4,4.545700851639272,55.82480083093124,0
IT,118541.01281078278,14,1.9655486995019151,16.000794132277385,0
Sales,33949.06501788082,4,3.0185737115655513,72.99031771256395,0
Finance,49314.70385338645,12,2.8144938365998455,56.39666075227541,0
HR,107332.88157324921,14,2.0348986362650416,40.37501740125588,0
Sales,66594.53670933476,7,3.6362490077021485,58.24050938755492,0
HR,97900.24975387209,18,3.7456771425625943,14.556500011374913,0
IT,74361.2128754881,16,4.267688659875903,26.42866299136483,0
Finance,32126.3468246214,15,3.8448910366635296,40.48361267734002,0
IT,85705.02009850118,11,3.8382853232953713,72.80306854797527,0
Finance,107681.33751304886,12,1.5735618118072194,3.832543687658294,0
IT,51228.485178389456,1,4.965905522375339,2.8153451648628547,0
IT,39078.357211229726,7,4.644793783328203,0.45767093200116626,0
IT,55221.34096988991,22,4.865250320911852,38.7203018938402,0
Finance,48035.7071554734,22,4.975255144671123,8.697002676435153,0
Finance,37250.438247321224,24,3.579766330321134,63.56242749260715,0
IT,89903.68902677624,7,4.824183791406408,15.409461925279695,0
Sales,68149.53671987957,4,1.5140275448268437,18.505707655807797,0
Finance,71142.46586367168,12,1.4700295130871117,20.951213007526324,0
HR,103105.0951437481,11,3.008433093129592,16.583153044518603,0
IT,84788.85734583728,13,3.1318735352555964,79.99229013480073,0
IT,54850.05425045387,13,3.1310443670427217,62.50985001749723,0
Sales,104713.50728725715,24,2.9958554274432765,35.74924628961724,0
Finance,92854.26637212571,19,4.578311161362237,78.57971947019416,0
HR,59236.61937753782,7,3.2098632693507545,11.345846598654292,0
Finance,88964.56632958305,23,1.128545206094211,50.78267765462137,0
IT,59240.4876867531,19,1.6123380552961781,41.83859680343644,0
HR,32966.533460757266,22,2.3960091942449684,47.79442968874957,0
IT,70188.96309532752,0,4.362518495641231,5.382167744279034,0
Finance,60596.207261449905,9,2.0385825386110925,76.8624043223652,0
HR,96928.24285136696,6,4.640545015668121,65.43792760373546,0
Finance,93711.09509192411,22,4.648196061853624,70.49663115262277,0
Sales,45632.79117409356,19,3.3164835413787053,13.129159821363103,0
HR,107015.2497295786,5,2.5781920260459072,76.94123729262273,0
IT,32608.842661403894,6,1.71374253326108,3.0633515403857015,0
Sales,61854.74226297882,8,2.1599246116292323,0.40543529284581936,0
Finance,86598.37362672847,23,4.877291324209702,38.434539730545794,0
IT,74341.19878150187,6,2.191718765913738,72.81170972981367,0
Finance,39050.59081828599,13,4.32256580863408,38.087950985448046,0
Sales,99228.54267414246,3,2.0926071085462743,73.27628653585077,0
IT,45020.022732740275,16,2.403108263890614,23.443709788162046,0
Sales,101697.37114491397,6,1.1473088823476458,22.544071722170706,0
HR,116187.18950342483,11,2.927086413337379,72.02356654703705,0
HR,116077.18167181328,16,3.411516130661047,63.50870029315594,0
HR,69124.68187693725,1,4.162510948862858,16.576437019657916,0
Finance,38634.59274456282,14,2.351492090823457,10.813379815799022,0
Finance,103623.09119853062,18,1.556690325423903,36.320077263446784,0
IT,90102.60996213942,20,1.15313541062485,58.20302528084912,0
Sales,71164.98382076289,0,1.0884711708545503,28.588423755047234,1
IT,71251.04309037622,11,2.8448638779042477,46.64705563301584,0
IT,96746.94107092243,17,3.811265334774408,64.9663801189081,0
Finance,105407.3918754827,24,3.2532158821819297,11.718637054962153,0
Sales,66557.66203705236,17,4.280504957819208,44.47211151744253,0
Finance,102269.23559032136,3,4.5812587500159,57.977338849079,0
HR,57646.70657849845,16,4.34225900509596,46.13025615331212,0
HR,108293.02226811601,8,1.2645248017684159,61.30365720308628,0
Finance,33791.94944331987,4,1.3761549099031827,28.917382679158727,0
IT,109623.96807547343,7,1.4054867359940597,37.48697625663667,0
HR,62821.91728659451,16,2.908313538389356,15.777445216075634,0
Finance,74543.56927771225,2,2.5694958799893057,10.129873806707232,0
IT,76479.49841590419,6,3.7801126884828253,10.342822286478208,0
HR,38499.93048558176,20,4.722286357980851,67.31148633715235,0
Finance,117308.08867520967,19,4.472653605789938,73.95779391986618,0
Finance,106800.83133771471,24,1.524368123074344,26.903959685072564,0
IT,68185.46568512137,7,2.543542379162783,51.935251125237,0
HR,107878.31988630972,11,4.211225769264693,26.881162497440823,0
HR,55055.8848742226,10,3.6912701870172846,34.3765795233882,0
Finance,118634.37112847259,11,2.0423038273486287,15.179438916625658,0
HR,67259.75127930878,20,1.1398897069131335,63.949352680389815,0
Finance,43913.40930271912,10,1.3224494546900014,25.803489844662224,0
IT,81048.32242761318,16,4.204366887000359,7.125287344344233,0
Sales,65447.73071783801,1,3.5884556013620896,58.434843997434086,0
HR,57620.73207021352,18,4.288716734823385,39.257384683984995,0
HR,78813.74573585224,11,4.600489228157359,0.46582341537988015,0
Sales,67802.93631267775,2,4.31905711104408,65.21270461316766,0
Sales,100524.48693605157,13,4.804367710445312,41.74515683330337,0
HR,66336.4541524185,15,4.840302303752126,3.667478225222087,0
Sales,55562.18549788743,3,4.601614407876593,17.306488583811472,0
Sales,88752.71241963738,1,4.13870155776128,45.68760120287606,0
IT,97844.12677492588,14,3.682731559263877,53.25462210591715,0
HR,78162.8641279695,18,3.109515031652981,54.68062687329811,0
IT,79787.33105491083,1,3.2273632147149107,50.343459877295686,0
Sales,54713.62755683722,18,4.266866399035657,77.89829389385508,0
Sales,44964.29708973133,4,1.251716375425378,31.151571169122914,0
IT,41278.14731995197,12,3.115608984200968,32.95840492187168,0
Sales,65288.43845014024,2,4.760422919761638,11.707716358261209,0
Sales,64200.067938104854,2,2.26721901647464,10.476270399543486,1
Sales,43036.20342127047,12,2.6461751426929183,72.28219970332498,0
Sales,91742.81472038571,1,3.24667235858199,8.739837153207333,0
Sales,45988.424940393576,17,4.3989853109105255,21.083856751830908,0
IT,84498.21584636177,6,2.643655471538036,53.842909934311145,0
Finance,65580.15616982327,6,3.024966680629926,62.68693495948982,0
IT,89333.39744968784,24,3.4988241833746225,27.542892490098268,0
Sales,41336.8424339412,23,4.618595964110291,48.222146043405786,0
HR,106906.23554927675,24,3.9247283225118834,34.86634959696402,0
HR,64242.26130946672,18,4.94578893188061,65.57462788470191,0
Sales,103877.17864066947,9,2.856960019240234,61.61768957791044,0
Sales,109213.63124160405,12,4.407894420825734,36.57874744258865,0
HR,98170.14228624015,14,3.1257051617762674,66.28262968521548,0
Sales,82928.74117077512,2,4.932633669442514,8.072217251718063,0
Sales,53106.212441388685,4,3.5935051757106335,20.611687573971096,0
Finance,85254.45429676576,15,3.5845801363462235,78.46583047068552,0
HR,113857.95007494625,5,4.494828455153384,77.43738910823974,0
HR,30259.127604935296,7,4.3820279715880055,6.288628596514432,0
HR,91721.7277486813,19,3.243050940878127,50.728840449483464,0
Finance,61666.61649779968,15,4.382958348551451,2.541194055738094,0
Finance,69121.18148143395,1,3.735781435780096,30.048796077297695,0
Finance,105266.3679311771,22,3.2758504403694078,71.16021437693695,0
Sales,66828.6422170985,15,3.405174805582498,27.460806535333397,0
IT,70549.90416577851,6,1.9812635805259515,37.20481219236441,0
Finance,46621.91436031384,11,3.9429085635416667,13.30675877419952,0
Finance,75641.95743138313,18,3.1727226273408813,14.162452390478064,0
HR,33531.58902061545,6,1.7587956306919446,55.952640000212966,0
Sales,80967.62049141552,18,4.008330017490838,41.31009525435508,0
HR,93751.64329453622,24,2.8887896243173983,55.2752274701274,0
HR,89050.25192741987,15,2.8802983097971633,21.944579242518607,0
HR,50854.98714485667,3,4.5185922664222815,33.29825886737915,0
IT,71036.35543111847,4,3.6535775174424856,16.574055624165567,0
HR,31170.59875293717,11,1.7527176369572044,7.503823361339821,0
HR,46362.45585623251,8,1.2708986711068064,52.92048378092703,0
Finance,67007.71636462485,8,3.9328931348009037,53.93880625236402,0
IT,61232.31081917191,23,4.623255049868668,28.954602132475316,0
Finance,69943.73776017985,0,3.419207886799268,18.107069237933775,0
HR,53662.141221213824,16,3.822611852828467,72.67120667084662,0
Finance,75986.10136479723,23,4.585143580943674,61.41347078827116,0
Finance,43259.48324864425,18,4.30520611712248,27.342889121088092,0
IT,89147.15538233638,3,1.4823908860498296,54.88221223119805,0
Finance,114347.31293968765,23,4.695297500782176,20.042228878732537,0
IT,85619.50090391462,21,1.141488558377822,53.91725412104532,0
Sales,85397.53309437938,21,2.548739969461176,40.43676018127869,0
HR,119330.26244306551,6,4.01353627913876,58.778834491647636,0
Sales,63184.86050119708,11,2.7301484240363685,64.05347795114749,0
HR,95994.40472022002,7,3.9871971228017093,71.23281952839216,0
HR,68048.4906690686,1,2.411047514356087,28.03514332116236,1
Sales,100856.5347490202,10,2.0446967588004195,40.2813677487508,0
HR,45876.65090446376,1,4.579464514269132,72.69335368585547,0
Sales,65655.59548506126,13,1.4342853935285995,0.011269431181073486,0
IT,108333.07099733053,23,2.9704715666823667,26.751174693850494,0
IT,115850.79789019874,10,2.530210101976759,7.876074364547847,0
Sales,113884.25597386427,8,3.4611391582998885,72.500329940301,0
HR,51495.63536504502,20,4.812509289895329,78.72209678789386,0
Sales,43779.6034226814,16,4.0474605854688175,35.644863013942526,0
IT,86984.66394323223,5,4.0522456725691605,45.274022252729765,0
IT,52917.65784014879,13,2.194146596010706,21.39827252505296,0
HR,111852.6685973419,16,2.01351861872085,42.6422292269214,0
Sales,43726.42994419671,17,2.109461403160564,13.470203705110206,0
Sales,89575.29861277597,20,1.4673364771699071,55.266162663504815,0
IT,87285.94846113533,21,2.643019933845567,67.69282165589732,0
IT,69222.85119805264,16,4.836104290661154,19.497518011389793,0
Sales,56445.87050338375,1,1.1539622140142698,74.39613639533744,1
Sales,68687.78199974887,10,3.901920545380844,33.29949098989388,0
Sales,61889.995574639135,21,4.521092469055182,24.17689763006564,0
HR,105795.90924463813,18,2.620541666579135,28.865218937095367,0
IT,91943.05960084949,12,3.063763656730324,32.70681767322166,0
Finance,104505.1274586044,24,2.6544803376241513,17.166877558282163,0
Sales,54178.5090437182,10,3.3758877450530282,79.1975524723113,0
Finance,113615.74514068304,1,4.384656716407056,1.1016322149056634,0
Sales,112269.50213532048,17,2.9751989732190287,77.31827299862584,0
Finance,55314.612356352285,21,1.0657160846559792,61.8169880819843,0
HR,74539.37901905592,16,4.33844712658583,0.6920202920050222,0
IT,59617.63300594925,1,1.1999038203976022,31.711530670642176,1
Sales,108937.74622395818,11,4.997797114892574,77.2068086287783,0
Finance,115286.35005734481,18,4.459093963046774,25.598877543778855,0
IT,85194.27197437888,0,4.930006924140304,15.977793468767887,0
HR,91668.95044291783,11,1.367169498344523,50.29843058366205,0
IT,114560.7025605446,3,2.4982029881092958,76.9961343958375,0
IT,54123.35311633615,12,1.4801347321677594,17.720562974524327,0
IT,84599.44081393277,9,2.384524130808098,11.62959676004502,0
Finance,92630.22435673639,2,1.2097464525858284,72.45915736626016,1
IT,77025.28113288252,11,3.0099890436742784,59.43651301745141,0
Sales,36749.48880923112,9,4.527760124028429,63.879562038911786,0
IT,83526.5861831636,5,1.7779336946607835,22.90493211432489,0
HR,38274.78959827046,20,4.4765468707958105,49.27546433545278,0
IT,97756.47457619518,8,4.121887554462809,2.146180205140684,0
IT,108758.23955914874,16,1.7714012601204723,55.76184176712274,0
Sales,111221.9092710392,8,3.2668144903772687,3.8961685106311705,0
Finance,92959.92585730918,18,4.217349739151873,18.104518719607245,0
IT,101477.83813301787,24,2.102263778604106,26.8916436185049,0
HR,65274.90936879394,17,3.2153390439664267,66.24550215700494,0
IT,115397.83882190619,14,2.028891387627265,62.12853822623707,0
Finance,63725.79123172414,15,3.370779882298507,35.99722498687334,0
Sales,35014.50138206074,2,1.690576629691484,42.24131074577048,1
IT,72742.761937951,3,2.708934583812534,55.73022370569292,0
Finance,105189.20689890812,16,1.370873084169804,26.27241999426687,0
HR,103816.82818668186,2,4.311698635094354,70.2863504022787,0
IT,95689.215769515,12,3.6721961495540096,20.158285356073815,0
Sales,87775.79231412691,19,2.9453005396147347,69.39158295463963,0
Sales,112174.0122177617,24,2.911409742962234,27.807533511518876,0
HR,75437.40512750042,14,1.3278591554631212,36.61443760696571,0
Sales,103068.92781352006,9,2.045054091770941,47.33692849922859,0
IT,69320.75790697584,12,3.0851896141520574,59.384344640064306,0
HR,68718.7604893949,13,3.610539932914364,20.029444986905585,0
HR,96500.06645332648,18,2.499671235041818,20.78556185000643,0
IT,109533.9901797552,21,1.471481078831907,48.40880470042758,0
Finance,77951.60294502636,16,4.431620318362067,63.38593337505252,0
Sales,49896.32680211183,4,3.290580412104275,29.56969125613106,0
HR,47559.6269331112,17,4.634621282849411,45.36675538209201,0
Finance,42766.88874460198,7,4.85073366565686,9.149957433128764,0
Sales,56551.204863213876,0,3.6180959899965788,15.97096707147859,0
Sales,78153.50028242136,12,4.211711550533346,34.09997819860874,0
Finance,38353.85752404669,4,3.2389497592650387,28.686369786720746,0
Finance,83673.25582683834,14,4.8987201452627875,11.180013396157111,0
HR,43018.35525193477,8,1.429216746211198,55.815651696355346,0
IT,101391.92374475865,11,1.4045362184761099,14.804281966705606,0
HR,79727.02276348745,8,4.592741657409865,32.865423997488115,0
Sales,58068.0506465243,17,1.8816901650025009,16.922347251935346,0
HR,74406.96092125679,20,4.038940099052528,17.672055516968097,0
HR,117018.66124345995,24,4.349378105732372,43.17704958691625,0
HR,92382.63047309282,4,2.5658317837339113,36.0341330198399,0
Finance,103988.18847952852,12,2.54464600136668,70.7762985474887,0
IT,64920.271322153305,2,2.806456926158357,65.79984642672878,0
HR,67410.70204004236,14,4.765240392575972,10.527587005297319,0
HR,111358.3894838448,12,1.124902298465852,5.503400051296428,0
HR,31396.728823816422,10,2.632367739866561,31.755640555732203,0
IT,85785.02814565977,15,2.475600005532575,70.92895003549975,0
IT,57315.4867051983,2,2.4714294054709254,25.024282837763003,1
Finance,68362.77172550296,2,2.199473436003897,36.35000221651794,1
IT,94469.3222804144,4,1.8331362105316944,43.8991942971616,0
HR,119808.26748562678,7,2.178872132155758,37.44207185440154,0
IT,31540.373171076786,18,1.8688387867018421,44.53800105309263,0
IT,34628.44920880567,1,4.783292187858542,78.67633864607878,0
Finance,66480.54871966332,17,3.5981748131061817,65.07196548011206,0
Finance,105759.02248693314,15,4.052274060456522,5.218139616187907,0
Sales,86206.59762404303,1,4.92121098762566,34.26146127525495,0
HR,39663.91126477829,0,2.015707301354189,36.56621405358123,1
Finance,119383.8844890445,17,2.4957417935673663,31.687490491193138,0
Sales,61316.26530333428,19,1.1806130026372008,12.371689580893968,0
Sales,35516.50959015449,22,1.9646440552858784,60.39209962301185,0
IT,87738.30845984397,17,1.0971537487363476,42.785533666098516,0
IT,44226.65520048651,23,2.3755920494772598,70.59211722835384,0
IT,89412.27656004766,16,3.2954941222452527,57.96478723964018,0
IT,108860.8596889565,14,1.3560688146953073,64.65851240887149,0
HR,110263.90348515678,6,2.994332603931591,53.376248471154994,0
Finance,31333.892754384327,8,3.018186118824206,67.51321557919015,0
Finance,50579.19394844984,13,2.8774811197378476,51.78425330524405,0
Finance,61355.82651916463,3,4.468711565766563,16.808441457948724,0
IT,42523.6276771225,5,3.007340780283783,12.59932083733129,0
HR,108263.50216305962,17,1.8675661787382767,14.801830706058245,0
Sales,45354.385469994064,22,2.971940103764448,36.03867025308531,0
Finance,79110.18348794967,1,4.4512406431936675,27.626025476521086,0
Sales,90990.50883396919,17,1.732883487805434,41.2422086152176,0
IT,86214.4291889701,13,2.269795157478174,73.82205327852293,0
Sales,118289.76461504702,0,1.8922260811297549,75.2563025732995,1
HR,42143.901056764495,2,1.6469986131087535,29.975856698493082,1
Finance,117228.53517764536,19,4.1522832122401905,37.97579537402754,0
HR,83831.34990744744,16,2.1585532425002047,27.768314692243763,0
IT,101422.7296206567,24,4.5396892451370405,43.10977642582587,0
IT,104387.95993843902,6,2.0852587661894124,9.858308962571272,0
HR,107123.52264213686,4,2.967704927652255,65.10490433470929,0
Finance,48720.61655466281,5,3.8510678714568383,53.4223930558973,0
IT,51241.553995156435,7,3.5177597253977972,76.42135067234152,0
HR,61450.62501308335,19,2.4773444364617125,29.39774342369443,0
Sales,50311.620293210726,11,2.443955436843808,78.42631469692263,0
IT,82269.60236442831,13,2.30295292799796,26.024408979831453,0
Finance,46765.61834512354,0,1.4287703993232834,60.788874268836935,1
IT,30159.080462047918,23,1.0084793556356826,78.45815189493935,0
IT,59654.2190209972,9,1.963147310651863,20.448551329558615,0
Finance,101735.03804087179,18,1.0478810852294504,35.18002624864516,0
Finance,47513.98990919856,4,1.0461799944176948,76.88357396328229,0
IT,117846.99931232262,22,1.6829567115467894,47.5120300451789,0
Sales,33221.69996311167,9,3.4699970458009766,38.37630057271322,0
Sales,84669.85294615368,2,4.635575360436674,56.70160339796691,0
Sales,75874.7596201126,18,4.541534921658587,30.542100528870986,0
Finance,99769.06445051063,10,2.569901499018214,37.27935193666313,0
Sales,76351.51270663415,7,3.147617264852631,77.03389834272458,0
HR,97841.00417786418,9,4.727203300741811,45.10078045704021,0
Sales,36685.73435674819,1,4.573199292663137,48.648090617782096,0
IT,33304.18810102733,0,1.1611248486106809,30.959570382544904,1
Finance,35512.54442813953,17,4.630385412509209,38.60356636636767,0
HR,57891.04613910686,0,3.887410335931624,25.073187372572512,0
Sales,111619.29860975586,9,3.61371249404229,42.42008880557371,0
Finance,45612.63799151373,18,4.7057731306878985,10.221249429072836,0
Finance,88032.58577644438,15,4.421050929687741,69.1152636041805,0
Sales,45182.0288915491,8,4.841417484409686,55.6200937506327,0
Sales,57893.20060026325,18,2.7140940939705263,55.043879199918315,0
IT,89557.35971565943,21,2.0405660035984625,65.13451079011668,0
HR,46146.91965193406,17,4.0401922420891285,44.56138717307853,0
Finance,81147.20334991194,14,4.109187485961148,41.41197045336221,0
IT,49153.15821936485,4,2.8405023086396977,64.83895016292553,0
Finance,32819.95349269844,17,3.349392012852306,54.78671484813897,0
Finance,107618.86477616926,5,4.0702423420930804,35.096043711159204,0
Sales,52105.811986200104,7,3.3492283552956708,37.81632643441178,0
IT,83709.4301326937,5,2.009539578269266,53.06639798063973,0
IT,98706.45615572423,21,3.666118685577842,10.337932400668892,0
HR,82347.66666149019,12,1.2629067571892936,72.428689160354,0
Sales,66864.07011348073,0,2.8594209329364237,24.817995274514537,0
IT,74744.15642084222,15,4.664427238467837,26.738519628867977,0
HR,68131.24954612233,12,3.590562599379494,76.56034834101318,0
Sales,45251.61633921729,1,4.562315966674333,64.48167607351402,0
Sales,62629.77660621433,20,1.6209636602730977,38.76979756545998,0
IT,50852.71799259757,21,3.378891375734397,14.392038707104584,0
IT,116603.35626247062,22,2.5434802937863017,3.13942042086393,0
Finance,104201.5969674771,14,4.463397305197314,57.52718738526803,0
HR,33852.36335211591,6,1.916284697935832,46.39709073835256,0
Finance,71294.29602318685,23,4.160246458446524,76.98824756788422,0
IT,52619.72915023049,24,3.2193530499877565,71.99190387823018,0
HR,77591.59837919706,19,1.4678888440047166,37.189213186083485,0
Sales,117667.68797745221,1,4.811631697324264,78.1056908791039,0
Sales,43152.52389800975,17,4.475813853091769,5.449773728584892,0
Finance,57707.494500419925,12,4.19897072566895,32.576001255772404,0
HR,95793.09403606005,15,4.6309854801935755,56.16796373578518,0
IT,57543.25272564765,18,3.32085407480602,35.53961979689612,0
HR,44838.545367001076,21,3.829927040863397,73.93440912008292,0
IT,108990.66239158854,10,1.9629962598657094,71.05929638078874,0
HR,106132.59756024336,19,2.216523032056419,33.360409520533366,0
IT,57268.5190192115,16,4.6390490453009825,24.592931450059908,0
HR,40638.504134264,24,4.725200325316626,43.72849865280471,0
Sales,56460.47756934684,12,4.598774975552978,21.294794978292877,0
IT,46584.95577235353,19,3.349642618897835,79.91780020732782,0
