tenure,plan,monthly_fee,data_gb,call_minutes,complaints,revenue,churn
46,Premium,46.37950849332404,13.412215584866237,733.1881484769332,1,2133.457390692906,0
34,Premium,37.96923644664187,2.3039341026926117,851.4261482480188,1,1290.9540391858236,0
70,Premium,112.77676293918255,42.95485712671312,812.0511801782983,4,7894.373405742778,0
60,Premium,63.30809529914949,7.038946312687394,315.81104144950433,3,3798.4857179489695,0
58,Basic,88.76822214163211,34.60624832812153,891.0092250159468,2,5148.556884214662,0
63,Standard,41.363115065231334,10.473090991474201,399.0842229365267,2,2605.876249109574,0
5,Basic,22.718214353664848,46.37606484888371,884.8617778873521,2,113.59107176832424,0
7,Premium,68.98148264113388,30.792992500828934,171.63815561980812,1,482.87037848793716,0
32,Premium,98.88730487764478,24.558916196530078,983.5708038443793,6,3164.393756084633,0
7,Basic,102.6308588452145,10.010643079044089,596.1281257836677,0,718.4160119165015,0
41,Basic,56.24767648449544,37.16948193267067,733.4070794790979,0,2306.1547358643134,0
62,Standard,45.29205491629979,47.587165835739846,773.9365335658263,0,2808.107404810587,0
56,Basic,63.048837453993194,14.794700133087328,618.2938272080839,1,3530.734897423619,0
63,Basic,11.781657172409197,11.017404566513964,275.4489577877506,1,742.2444018617795,0
33,Standard,46.21249610532979,5.697958657530377,298.5966615178159,5,1525.0123714758831,0
67,Premium,12.486608871830402,29.88879602750309,564.1192327430614,2,836.602794412637,0
53,Standard,13.990137187466164,27.270372948642255,51.84289185617725,2,741.4772709357067,0
39,Standard,51.25718411966493,30.16626223241133,929.9452914152106,1,1999.0301806669322,0
43,Premium,108.89498370117877,37.646643471683916,253.12329240006125,1,4682.484299150688,0
12,Basic,56.96601369713066,39.91744781437762,130.0005243782978,4,683.5921643655679,0
37,Standard,90.55778166019405,38.01461347911645,608.9736978146586,4,3350.63792142718,0
47,Standard,90.69108952617627,44.23522392213896,71.02637529984807,0,4262.481207730285,0
67,Basic,78.42760747481188,4.385437428590157,878.0306640334337,0,5254.649700812396,0
5,Basic,64.66142851342457,37.113069961756516,849.9884494065732,3,323.3071425671228,0
58,Basic,45.66460896777149,39.686222542740765,799.7034804733976,3,2648.5473201307464,0
2,Premium,21.158228584445087,7.4489090760220655,745.5437344876032,1,42.316457168890175,0
38,Premium,38.709376547151216,23.387647058129442,580.6933379531308,1,1470.956308791746,0
46,Standard,96.66023088813002,26.76823226596734,443.5795465144444,0,4446.370620853981,0
58,Basic,54.89500500148733,4.92976120015686,682.1922228008896,0,3183.910290086265,0
67,Premium,113.00119000529502,18.134628991059518,121.37491115605405,3,7571.079730354766,0
69,Standard,62.67122565997452,47.32827446353256,509.0248425176048,2,4324.314570538242,0
31,Basic,73.9428132149438,25.872775539354432,458.58124909879814,1,2292.227209663258,0
40,Premium,78.23781237048614,5.890666326490421,171.55294139465053,0,3129.5124948194457,0
40,Premium,114.9660624555519,13.784952885143866,816.5193369303402,2,4598.642498222076,0
54,Standard,58.86562223820531,26.355562391932516,826.8021270267848,0,3178.7436008630866,0
35,Basic,112.87276598651461,41.09497364407655,378.0218343736656,2,3950.546809528011,0
3,Basic,29.108630254440435,6.995426277552727,982.0379335487746,3,87.3258907633213,0
70,Basic,46.44778512395684,5.06581877711812,177.79254133917019,1,3251.344958676979,0
43,Standard,74.10095579630769,10.855717029748453,989.0718233674687,2,3186.3410992412305,0
41,Basic,62.978249195236494,21.963589942270836,622.5393505334772,0,2582.108217004696,0
11,Standard,39.9832696256518,20.835499357713235,612.8386611857544,0,439.8159658821698,0
21,Basic,35.725662538423265,12.177336993384552,436.90607319733675,1,750.2389133068885,0
13,Basic,71.01659590316014,39.51205285526939,243.789754031055,0,923.2157467410818,0
3,Premium,112.99325750180044,17.96260488198655,932.2941900270876,1,338.97977250540134,0
59,Premium,110.13894004927688,19.550168004510976,109.71817200851495,1,6498.197462907336,0
34,Standard,61.618447713728614,22.545581571064904,639.9638590793123,1,2095.0272222667727,0
66,Basic,116.96506584289742,47.51314183486353,888.5696475316307,3,7719.694345631229,0
64,Standard,66.50854721049981,40.64970039812141,515.6075990136453,3,4256.547021471988,0
21,Basic,62.44155304872898,2.08806965554649,798.5660634277502,1,1311.2726140233085,0
37,Basic,106.5446855254888,15.034086238222896,505.9119200066782,1,3942.1533644430856,0
64,Standard,12.492450624795122,16.3004196482229,564.0666373048863,1,799.5168399868878,0
24,Standard,17.153087495166616,15.617243835181814,592.2371990323913,1,411.6740998839988,0
31,Standard,116.18067889925082,10.210771613321123,206.85478755297865,0,3601.6010458767755,0
30,Standard,85.90645724522089,21.361245227698376,968.9088973544511,0,2577.1937173566266,0
65,Premium,16.674680102893817,19.389326253807738,831.130766798832,1,1083.854206688098,0
54,Basic,101.86923040392026,22.498698737837266,743.4961694598406,1,5500.938441811693,0
57,Basic,49.45877355810693,13.419552631931767,654.3778782036056,2,2819.150092812095,0
35,Premium,63.28140548940689,9.95487388030239,179.00386760636562,1,2214.849192129241,0
67,Standard,103.15116304631375,45.94289627636719,543.8146633800246,2,6911.1279241030215,0
32,Standard,96.40328325759069,10.122812754483904,445.87686730978925,3,3084.905064242902,0
64,Basic,66.61759691942927,47.11516872747523,729.833797606471,1,4263.526202843474,0
46,Basic,29.31157395926255,14.00115487574113,763.4187765888805,0,1348.3324021260773,0
41,Premium,53.53679417772547,11.653072989625674,744.0482180520677,3,2195.008561286744,0
3,Standard,20.71312430089576,21.63646575253312,709.6808698909572,1,62.139372902687285,0
46,Standard,27.37760237900348,26.045095993963162,359.45938075964585,0,1259.36970943416,0
13,Premium,72.37763934807126,34.90403560717871,599.6873730365227,1,940.9093115249264,0
22,Premium,55.36858228028565,3.225265044072426,153.82653708589436,1,1218.1088101662842,0
42,Standard,11.290308954879599,23.262516039641838,122.84056047201385,1,474.19297610494317,0
31,Basic,108.28794116335064,17.05019293468337,324.62397389882165,1,3356.9261760638697,0
17,Basic,106.0960446207748,32.682413460750986,57.42649559508487,0,1803.6327585531717,0
21,Standard,107.30348001901211,23.266832687328627,268.0394156221422,0,2253.3730803992544,0
70,Standard,16.87208279038158,37.436454195028126,590.4059400045383,2,1181.0457953267105,0
36,Premium,12.842541858447191,8.197685389617714,788.2789475189772,1,462.3315069040989,0
38,Standard,39.31825302691957,45.071716298473255,86.70777102152672,3,1494.0936150229436,0
13,Premium,43.69948641165014,10.234883300490862,921.9231437039713,0,568.0933233514519,0
5,Premium,91.59754799845165,38.10710647221059,150.18235469054105,0,457.98773999225824,0
17,Standard,91.56338175142511,47.67241270643088,541.6064671695103,2,1556.577489774227,0
21,Basic,69.38410220901326,10.105885863695642,751.3327139902684,2,1457.0661463892786,0
41,Basic,112.63654634898361,39.296366299535535,591.2647460657192,0,4618.098400308329,0
25,Premium,23.842016608255932,13.960726554436885,727.0888445341077,1,596.0504152063983,0
65,Basic,17.33932415857773,23.63254968591867,125.52009348866557,1,1127.0560703075523,0
70,Basic,106.85572708676557,48.74127360523345,224.83269668460528,2,7479.90089607359,0
42,Basic,101.7960332333225,17.518740463294098,529.270152737335,1,4275.433395799545,0
15,Standard,43.23618716021574,43.94145156348843,641.9266012862839,2,648.5428074032361,0
68,Premium,59.23339989194347,15.05038532014538,667.474934165088,2,4027.871192652156,0
9,Standard,31.00693408297892,23.136668290498417,93.28870965792538,1,279.06240674681027,0
55,Standard,21.75824484066105,16.91272990728643,450.5170076596198,0,1196.7034662363578,0
65,Basic,101.44560792694803,37.07256873697389,872.2119259761143,1,6593.964515251622,0
53,Standard,48.69896395402233,32.79172032653153,897.0795297939648,2,2581.0450895631834,0
2,Premium,89.53352263549901,27.53846100700222,964.2251932391576,2,179.06704527099802,0
17,Basic,43.81209932888364,43.48780327060234,416.15953937632713,1,744.8056885910219,0
57,Premium,57.35799630496485,34.08143698229151,622.2121698885645,0,3269.4057893829963,0
37,Premium,115.93109982761412,30.750923023295496,789.3285247983598,3,4289.450693621722,0
22,Basic,81.69408537727446,48.8148257224627,630.3985163618413,1,1797.2698783000383,0
22,Basic,48.606363498309875,9.285299028413444,494.8104835000799,0,1069.3399969628172,0
15,Premium,17.433487148154022,10.866271356343493,318.8702451217172,2,261.5023072223103,0
40,Premium,26.602769745621686,17.23031822774187,660.4489306063517,2,1064.1107898248674,0
43,Basic,28.327863140511397,8.637454606708813,209.78363691575447,1,1218.09811504199,0
62,Standard,103.49728757181335,49.71437037571972,71.75071362879328,4,6416.831829452427,0
68,Standard,79.50916651468765,17.566599562701967,258.36999241492,3,5406.62332299876,0
9,Premium,61.07643556553117,4.282961533926542,528.7919578145255,1,549.6879200897805,0
71,Premium,67.48870865522312,45.11595311752076,658.5405073174041,1,4791.698314520841,0
32,Premium,98.36527387002438,37.75820374148476,57.43987081606743,3,3147.68876384078,0
66,Basic,75.47599242775847,15.806686858005982,772.8789501056715,1,4981.4155002320595,0
13,Basic,101.33205663645894,6.803145487863683,945.4566396776753,0,1317.3167362739662,0
17,Basic,76.48902524027025,23.22490657433141,242.72173038739822,2,1300.3134290845942,0
61,Premium,43.114485863892384,39.49332613548395,957.1419007776552,3,2629.9836376974354,0
68,Premium,14.668908499911453,25.068986479902126,706.2033024114846,0,997.4857779939788,0
55,Basic,14.71275518131905,44.737648433698524,739.2803541004744,3,809.2015349725477,0
11,Premium,101.73451209101178,32.99236756954954,747.3926523397515,2,1119.0796330011297,0
68,Basic,70.35257455198405,16.13393613300982,328.4296646053085,0,4783.975069534916,0
45,Standard,43.994040074198416,10.450986833284325,762.717451813331,2,1979.7318033389288,0
61,Premium,45.07469884745854,49.697803324478876,460.41223880567424,0,2749.556629694971,0
35,Basic,22.858161707322623,28.91566347086098,190.0911192148324,2,800.0356597562918,0
31,Premium,15.478264096719396,38.49366249164348,362.4331174220155,3,479.8261869983013,0
15,Basic,25.74533268066386,24.952012024438435,826.1448131471836,2,386.1799902099579,0
21,Standard,114.5244608404054,4.683686290136438,480.8936740305751,1,2405.0136776485133,0
1,Basic,99.74906303208591,21.699681085566475,679.8127419325588,3,99.74906303208591,0
53,Premium,118.0178122602833,8.178082655091213,119.51265048654905,2,6254.944049795015,0
63,Basic,40.20138983102467,4.534878993608869,210.0072070140834,2,2532.687559354554,0
29,Basic,107.81812794845766,35.269057626642336,387.3902364672708,2,3126.725710505272,0
48,Premium,20.183763698443645,14.598342581732465,351.987997309541,0,968.820657525295,0
41,Basic,12.812105572485468,45.62843301267316,895.717632063607,0,525.2963284719042,0
16,Standard,108.2940469116937,19.962650885554304,354.94990213629535,4,1732.7047505870992,0
16,Standard,80.31522737828723,18.727169186936624,149.89081517203783,3,1285.0436380525957,0
5,Premium,48.119359156417524,38.79794605080204,147.84775114229706,1,240.5967957820876,0
65,Standard,89.47201422291677,4.178316444424387,573.5231590876125,1,5815.68092448959,0
35,Premium,90.48014485325162,17.885396221678082,715.3881193769683,2,3166.8050698638067,0
3,Standard,77.53130494827978,8.680105016787248,622.2286880406476,1,232.59391484483933,0
55,Standard,45.54093087257284,16.89061314997836,714.1910299702456,1,2504.751197991506,0
61,Premium,106.96197914406734,46.58514173855831,273.8023191467778,0,6524.680727788108,0
24,Standard,93.34325788586523,1.9810320922982345,688.9594205886725,2,2240.2381892607655,0
19,Premium,51.8991665916237,29.54901275233845,255.75176544118148,0,986.0841652408502,0
71,Basic,76.9887402160807,43.12090014974275,899.1409888440446,0,5466.200555341729,0
1,Basic,24.990391562708034,14.685356440547986,543.8144597688415,0,24.990391562708034,0
11,Premium,38.92712383662452,3.8171654717682575,426.3314533101297,2,428.1983622028697,0
7,Premium,63.55869540003601,40.87090129113628,438.67544192280127,4,444.91086780025205,1
68,Standard,68.37569413732203,44.745430227674234,501.3724948591779,2,4649.547201337898,0
47,Standard,38.25229583308189,11.132877766373854,961.6013698656963,1,1797.8579041548487,0
50,Basic,77.13687424054044,1.7802687336954617,999.3821042891818,2,3856.843712027022,0
12,Standard,65.81793844004078,21.53854985253434,631.3944567678291,1,789.8152612804893,0
6,Basic,17.321066584307683,24.36323318278473,674.2941372119174,0,103.92639950584609,0
42,Basic,70.46162041563062,4.802058530592225,699.7425459620897,0,2959.388057456486,0
63,Basic,35.89381924936434,42.26462035847236,457.8485966322633,2,2261.3106127099536,0
52,Premium,84.7359648230437,38.087612522803894,507.9905501757928,3,4406.270170798272,0
59,Basic,27.527071884101517,44.96030642249473,883.2970108686515,4,1624.0972411619896,0
5,Basic,72.93117078846007,45.9686943015295,566.7632321342039,4,364.6558539423003,1
46,Premium,28.1228635982519,42.8063166923851,209.3384431392829,2,1293.6517255195874,0
55,Basic,13.714257069975885,12.849187787951779,576.3859369933197,2,754.2841388486737,0
69,Basic,116.54603202919171,17.389779680204757,546.1505526807925,1,8041.676210014228,0
10,Standard,75.2621286549635,43.09219469584309,793.3297883426096,1,752.621286549635,0
53,Standard,67.43093889899365,46.5348358807809,810.2683380052981,0,3573.839761646663,0
20,Premium,88.22008277279288,5.443481040341347,396.0688416709048,1,1764.4016554558575,0
23,Basic,57.224396959103096,37.25046431486876,582.1463292281461,1,1316.1611300593713,0
7,Standard,75.6736517014174,41.707543976824155,287.17820845493475,1,529.7155619099218,0
57,Basic,30.421327863881864,7.655749483566531,133.03178388289356,1,1734.0156882412662,0
71,Standard,38.86719403724418,8.39575038455244,589.8504641737394,0,2759.570776644337,0
46,Basic,113.67527877388213,47.17288311716367,520.5453515665736,0,5229.062823598578,0
38,Premium,103.14683540651099,10.220768150148306,128.37835935985524,2,3919.5797454474177,0
18,Premium,92.53816530692097,29.38350537336257,876.0241681616892,4,1665.6869755245775,0
39,Standard,64.06426716629514,46.34595821776042,785.3685836729462,5,2498.5064194855104,0
23,Premium,36.563986710338554,39.74540190948619,457.0366312842,2,840.9716943377867,0
19,Premium,30.99497579673159,42.93819511789932,750.6274344532268,2,588.9045401379002,0
3,Standard,71.73527475545703,19.031505194276722,159.321944153696,0,215.20582426637108,0
62,Standard,61.338622536035,38.925413055285915,401.1488951472413,1,3802.9945972341698,0
7,Premium,67.48262174094342,11.471727792861381,840.2033843315554,3,472.37835218660393,0
14,Standard,100.22539130062961,29.661509511234968,614.7227027758249,0,1403.1554782088147,0
28,Standard,104.67751882519215,7.710788967218442,789.4750503482267,1,2930.9705271053804,0
57,Standard,45.74526996309678,28.815875315954305,113.55025637057608,2,2607.4803878965167,0
1,Basic,58.96947369537815,28.65833524401309,691.1737273242676,0,58.96947369537815,0
35,Basic,49.960389026568976,6.030703609387466,975.6738480755914,0,1748.6136159299142,0
34,Basic,55.318584085802335,28.65552487237041,483.3129473947548,2,1880.8318589172793,0
49,Standard,39.43948928932575,4.153542042587294,121.36524836191664,1,1932.5349751769618,0
64,Premium,44.28233605988347,28.88128399243733,741.5699918251064,1,2834.069507832542,0
16,Basic,78.77195655123373,17.77395624176364,465.0001942331634,1,1260.3513048197397,0
52,Standard,27.70191089089077,22.880221859907184,760.7644753375412,1,1440.49936632632,0
45,Standard,100.54899130807044,49.81265722375829,114.45129076222135,1,4524.70460886317,0
27,Standard,10.847277964651918,10.268960890439084,399.9109415801044,1,292.8765050456018,0
7,Basic,90.0304890950958,33.78242670609451,954.6551388492717,2,630.2134236656706,0
51,Standard,93.46652779547576,2.917922158341558,456.4449002387825,2,4766.792917569263,0
6,Premium,80.6951971451565,19.67121139689121,197.0128228945886,2,484.171182870939,0
50,Standard,45.756759421361444,29.75610930433985,428.3054518328024,2,2287.8379710680724,0
52,Premium,101.17135367839258,18.414904790210564,276.9243000729062,2,5260.910391276414,0
40,Standard,86.33689946910796,31.807134680616944,822.884711431422,0,3453.4759787643184,0
55,Basic,39.45303808429419,12.723340314556573,608.4048230880371,1,2169.9170946361805,0
52,Basic,112.39570583271112,14.534051479903612,692.6358628321541,2,5844.576703300978,0
14,Premium,87.42018720963675,25.240576767220013,208.5955567871329,1,1223.8826209349145,0
70,Premium,119.0447344901461,43.16173312920457,745.754646677166,2,8333.131414310226,0
22,Basic,85.07350320995096,42.58571591921043,77.57812009179273,0,1871.617070618921,0
2,Basic,41.502862453221184,30.285956037464494,752.9967103523959,1,83.00572490644237,0
16,Basic,76.26819486913219,46.8783973046815,247.4664081241734,3,1220.291117906115,0
9,Premium,41.10121934306673,26.46356230904164,805.1680159064598,1,369.9109740876006,0
60,Premium,84.50089440186332,47.49034415613389,381.56602964158316,1,5070.0536641118,0
67,Basic,85.0520905248612,34.49932254509428,944.0826019045336,2,5698.490065165701,0
1,Basic,67.43003690349319,24.0192695682751,404.18819567995047,1,67.43003690349319,0
8,Standard,32.19913030527353,38.32421039874874,212.6248308457458,1,257.5930424421882,0
44,Standard,61.48577037679248,44.67562502280841,522.5481796694912,1,2705.3738965788693,0
36,Standard,35.05311180581924,39.67676379388253,200.0564579774117,3,1261.9120250094927,0
17,Basic,51.26556859117972,8.154284296553534,670.2777840693984,2,871.5146660500553,0
67,Premium,106.51071177133814,36.038891332578984,657.1461661112676,5,7136.217688679655,0
52,Basic,92.40742391173703,7.7764182386391525,920.6793189476859,1,4805.1860434103255,0
70,Standard,69.53153022067556,17.465287941040895,292.728559646798,3,4867.20711544729,0
67,Basic,84.84828221132035,35.082659001347125,917.7473680131482,2,5684.834908158464,0
36,Premium,29.349968991080782,31.987543144826386,152.236479804841,0,1056.5988836789081,0
15,Premium,108.99019237807018,15.035700997759811,653.736961101594,3,1634.8528856710527,0
71,Standard,60.69007612437162,44.761214729768625,789.4369671133587,2,4308.995404830385,0
11,Basic,21.562088668274683,42.56800877720267,291.81484757823125,2,237.18297535102153,0
59,Premium,35.6858743388872,37.95752706041095,210.919224224883,1,2105.4665859943448,0
6,Basic,53.292194332243156,19.020755966606973,380.20387159467526,2,319.75316599345894,0
30,Standard,78.59383361271718,10.876768264055027,685.1537024660595,1,2357.8150083815153,0
65,Standard,10.447320600360671,31.933324748405507,784.2050499151492,2,679.0758390234436,0
53,Standard,59.85675914833024,7.873724468447322,530.0313696696912,1,3172.408234861503,0
50,Basic,114.24741873183577,2.638960996246133,57.095041240339896,0,5712.370936591788,0
58,Basic,21.526527082346313,28.413817977789794,661.6381344633962,1,1248.538570776086,0
46,Standard,114.03509762114372,10.813962977020271,415.7035149232311,1,5245.614490572611,0
22,Standard,39.86975129987527,16.634588213194206,445.2719684247527,0,877.1345285972559,0
61,Basic,111.14103833277571,22.639595493370564,359.2463191308973,1,6779.603338299318,0
21,Standard,19.247453667662015,24.154400106093,374.38105496744527,0,404.1965270209023,0
16,Premium,93.41754056950163,29.432221703577003,250.63955597472997,2,1494.680649112026,0
24,Standard,87.95737849915012,3.0781474584488087,303.2735322031374,1,2110.977083979603,0
32,Standard,44.25697077117211,30.754509563934278,327.17815234937797,3,1416.2230646775074,0
17,Standard,45.86866028822085,21.85897566297114,198.31071659025608,3,779.7672248997545,0
2,Standard,119.23850697848296,16.56205572443728,324.62029790758237,2,238.47701395696592,0
41,Basic,52.748353967786294,38.04843128753939,298.4392148948743,0,2162.6825126792382,0
54,Standard,63.66416994547756,2.939949224752892,585.2949894085818,0,3437.865177055788,0
48,Standard,112.14199176828194,8.72599478761138,333.1050376187881,0,5382.815604877533,0
11,Basic,81.35387418515802,19.905036183732257,917.3830119671748,1,894.8926160367382,0
41,Basic,90.86249417059105,3.613795873464952,896.9188981090294,0,3725.362260994233,0
65,Standard,36.72984194879572,29.963711271779765,216.81656596145726,2,2387.439726671722,0
37,Basic,59.75890926436494,13.973587512425572,924.356448088886,3,2211.0796427815026,0
21,Premium,66.80537214326006,14.46690751231065,553.7158987406011,1,1402.9128150084612,0
24,Basic,117.69172292531876,24.600518864685764,639.6110198266232,2,2824.6013502076503,0
65,Basic,103.44875244863306,10.382657747245476,243.2174590548887,4,6724.168909161149,0
66,Premium,83.6496918880976,34.77237119436123,82.31736119813547,0,5520.879664614442,0
63,Basic,82.76022024990567,23.98136642654201,602.0641727575572,3,5213.893875744057,0
20,Standard,52.04583572399791,29.31481817662481,467.3001796553242,2,1040.9167144799583,0
43,Premium,45.93627375055024,20.498908208532487,115.86403326817462,1,1975.2597712736604,0
59,Premium,70.4769067880006,14.947755752200711,547.4319425514598,3,4158.1375004920355,0
46,Standard,46.412122389416844,43.499754532466916,581.6717006582629,0,2134.957629913175,0
8,Premium,74.27596535747067,7.1605766584781385,427.51153723675424,2,594.2077228597653,0
7,Basic,42.744781266680334,14.949750851091354,336.8963911835588,2,299.21346886676235,0
4,Basic,75.02949017588749,35.25409660236264,639.4501894587106,1,300.11796070354995,0
54,Standard,94.86762259818839,16.043769014449026,407.92419470410493,2,5122.851620302173,0
10,Premium,54.71098018301162,47.06757734403406,496.323400839374,1,547.1098018301162,0
12,Premium,46.412958569668845,44.22999147048479,193.13819263544428,3,556.9555028360262,0
34,Basic,19.032947907060496,20.05078697761905,991.0830427700417,0,647.1202288400568,0
44,Standard,15.518523581316117,25.21535747170766,657.5086638613424,2,682.8150375779092,0
13,Premium,92.1526404256463,24.883470028929864,449.2799476226581,1,1197.984325533402,0
39,Standard,54.83974752652955,38.47544515966453,666.8799493801515,1,2138.7501535346523,0
12,Premium,91.8260087443325,16.010049739790468,934.7829976954729,1,1101.91210493199,0
11,Premium,66.84661833023341,32.3491645076074,996.8075028045781,2,735.3128016325675,0
35,Premium,39.839202603385054,41.76504886321608,490.3292282705451,0,1394.3720911184769,0
69,Standard,14.78344810249127,39.18803311499758,87.15231715587956,2,1020.0579190718977,0
52,Premium,105.17464689490795,18.06610382111338,230.45457267265863,1,5469.081638535214,0
44,Basic,52.43808227255416,22.94486248381528,591.6871401863654,1,2307.2756199923833,0
63,Premium,34.57464326496963,37.55206089033534,424.95424474720545,3,2178.2025256930865,0
16,Premium,60.73467226567705,25.872615106882083,766.7762022442065,0,971.7547562508328,0
49,Premium,66.02511458796249,14.812241105005063,71.81916556465923,1,3235.230614810162,0
38,Premium,116.25776214270478,36.678295727306136,876.3956450821861,4,4417.794961422782,0
43,Premium,93.58590382045949,2.7217468852768874,396.57519567550213,0,4024.193864279758,0
48,Premium,50.95904216698487,22.92040513333414,899.879602832648,3,2446.0340240152736,0
61,Premium,93.0823550552339,5.635286890693335,206.95885039315158,0,5678.023658369269,0
48,Premium,55.92449746308803,13.316385560892586,466.05403724255734,1,2684.3758782282257,0
35,Premium,102.3518993192479,25.499881983833713,70.2965761821892,1,3582.3164761736766,0
11,Basic,60.92930879809647,34.10402716692025,705.3660568626755,3,670.2223967790612,0
62,Basic,72.16329621433991,34.02744590631964,56.224680636026854,0,4474.124365289074,0
24,Standard,62.83402163151646,23.669819170945782,394.62689974181643,0,1508.016519156395,0
66,Basic,80.62247673841863,47.356868876747725,56.87353021717861,0,5321.08346473563,0
57,Standard,31.66185095516967,48.20754934726794,143.95636916107588,0,1804.725504444671,0
38,Standard,32.97970264923681,12.947060222292555,604.3485774547585,2,1253.228700670999,0
49,Premium,102.42355680495173,39.7378119886709,453.8135270578561,0,5018.754283442635,0
47,Premium,22.59753864793808,21.036376077034255,476.21035182489726,0,1062.0843164530897,0
9,Standard,50.39425735049353,24.855923888359193,569.2662378499319,1,453.5483161544418,0
39,Standard,71.43139172213802,49.35157335782212,960.450518809745,0,2785.8242771633827,0
4,Premium,43.73485402360382,36.090223054650494,138.7608196407839,0,174.9394160944153,0
60,Standard,76.54941006480148,24.078192353229614,389.0107456528385,1,4592.964603888088,0
49,Basic,106.12840228895608,43.55176588295594,444.7964936572277,3,5200.291712158848,0
7,Premium,88.49120468444885,23.56618701597216,909.7976973383804,1,619.438432791142,0
26,Basic,56.5872446104573,10.975592565568771,805.4174109662567,1,1471.2683598718897,0
22,Standard,102.88997014920179,17.661751382670367,311.62892024635835,0,2263.5793432824394,0
23,Basic,43.665254141131264,11.058674852798319,248.0989015322477,4,1004.3008452460191,0
70,Premium,93.36094739266778,38.47945609984011,146.8793642734588,2,6535.266317486745,0
58,Basic,113.66498402591152,36.08671894226557,880.4918827685028,0,6592.569073502868,0
16,Standard,77.49091151263812,11.681169591826553,597.7813699385421,2,1239.85458420221,0
49,Premium,93.87778468099019,2.29946142221526,409.74735935994516,0,4600.01144936852,0
42,Basic,68.54628672843589,16.90077909119824,648.2802672770438,3,2878.944042594307,0
66,Basic,26.963120285484816,22.803148821895327,608.686508417767,4,1779.5659388419979,0
57,Basic,88.6146731767478,49.93078902002361,623.5411683089989,3,5051.036371074624,0
61,Basic,48.19956136586617,40.734576719298104,547.7399804942943,3,2940.1732433178363,0
5,Premium,101.26466342678015,20.666177080627296,243.18987289680214,1,506.32331713390073,0
58,Standard,13.59682472554676,13.623260436958724,707.7436216267429,2,788.6158340817121,0
18,Premium,17.50746377474482,23.14228471720338,384.13094536214675,2,315.1343479454068,0
8,Premium,119.99902925726856,49.34089261287872,645.2494868818833,3,959.9922340581485,0
19,Premium,97.06408952627393,37.32213217628069,461.11421967126006,1,1844.2177009992047,0
56,Premium,66.68858793648045,46.01606341234037,796.6283260043097,2,3734.560924442905,0
54,Basic,56.022539754521695,4.476487795249925,813.5146364605289,0,3025.2171467441717,0
57,Standard,38.54122614414729,43.70329909293088,152.94636989575253,3,2196.8498902163956,0
41,Basic,35.45361569463621,18.14494161051493,86.00887920019738,1,1453.5982434800846,0
19,Standard,38.44621048861808,30.43346261702145,215.74512287855313,2,730.4779992837434,0
50,Standard,18.389373080896497,10.881764332955655,886.4674612964019,2,919.4686540448249,0
66,Premium,105.98719693288582,1.6082326673776497,77.9273024976132,0,6995.154997570465,0
49,Basic,16.49887443046004,24.925577756253332,709.8941913242288,0,808.4448470925421,0
21,Standard,103.88492800207757,25.42450336178654,314.3476069524657,4,2181.583488043629,0
27,Basic,23.093478020257763,38.35569646195475,861.2406052792139,0,623.5239065469596,0
53,Basic,10.125131061370858,41.42303764204681,496.7641828869605,0,536.6319462526554,0
51,Standard,24.390808410583297,3.0934573973803547,301.279523882773,2,1243.931228939748,0
57,Basic,87.45634801628967,13.538355845629598,273.1868936277417,0,4985.011836928511,0
15,Standard,106.67929945492746,6.943371993743793,316.41418162202984,1,1600.1894918239118,0
33,Basic,32.72332343168691,6.604575814579345,427.7982522472247,2,1079.8696732456679,0
9,Basic,44.112081558264606,7.278288318956047,363.98932323192645,3,397.00873402438145,0
63,Basic,106.20711152082427,7.358384912886279,573.9577540250785,2,6691.048025811929,0
47,Standard,118.69198763278084,16.92639424073021,565.3337164331784,3,5578.5234187406995,0
2,Standard,17.26437084995389,37.0327820605498,808.9803219479281,1,34.52874169990778,0
32,Premium,49.88993282016563,49.74688252325819,656.0289539547001,1,1596.4778502453003,0
54,Basic,81.82082137349316,15.888301031827336,596.4184537759684,1,4418.324354168631,0
24,Standard,58.27976946937305,6.075567584489354,505.88937428431865,0,1398.7144672649533,0
12,Basic,113.74082007393082,31.15294115137958,662.19472548879,0,1364.8898408871698,0
30,Premium,79.1930557442758,1.1412835295760928,796.2615141248084,0,2375.7916723282738,0
56,Basic,33.02679104923118,9.052570432033404,230.7278586146294,1,1849.500298756946,0
9,Basic,107.43826894949129,28.149522479991532,943.046215210118,2,966.9444205454216,0
15,Premium,82.36748848795143,49.80949156037917,495.3053549251647,2,1235.5123273192714,0
27,Standard,60.532847510723194,32.49776771124706,453.2223480546331,1,1634.3868827895262,0
26,Standard,105.66237979185749,27.510801482890017,422.65321097889483,1,2747.2218745882947,0
47,Premium,58.41485946286385,15.660442873790085,277.77813221593897,2,2745.498394754601,0
64,Premium,54.61246412269004,23.659672956004663,753.0285114470437,1,3495.1977038521627,0
44,Standard,69.14330267413811,14.25829808118634,856.6124284563191,1,3042.305317662077,0
12,Premium,83.81222922691103,2.263882204424684,542.4525984560898,2,1005.7467507229323,0
48,Basic,90.46152171589951,28.186734382233258,318.0513744596617,1,4342.153042363177,0
24,Basic,39.51910034931755,36.28178871161682,932.5666183326172,1,948.4584083836212,0
18,Premium,80.63835535796127,7.516984846518386,601.8741019199778,0,1451.4903964433029,0
