timestamp,factory,machine,shift,operator_skill,production_units,target_units,defect_rate,downtime_min,energy_kwh,temperature_c,vibration,efficiency_pct,maintenance_flag
2024-04-08 18:00:00,South Plant,Painter,Night,Senior,61,58,0.0011808556724838758,15,120.61088778610656,68.30344507409671,2.9330595912456627,105.17241379310344,0
2024-04-08 19:00:00,North Plant,Cutter,Day,Mid,55,62,0.07495059615933865,14,122.987223017682,80.88829779332382,3.375034053914651,88.70967741935483,0
2024-04-08 20:00:00,West Plant,Assembler,Night,Mid,69,70,0.06025825215635242,6,119.4800898275171,63.29098074227229,3.03128969814045,98.57142857142858,0
2024-04-08 21:00:00,North Plant,Assembler,Night,Junior,59,70,0.06674845534755863,6,108.30554293985378,68.10871950505464,2.109686274431778,84.28571428571429,0
2024-04-08 22:00:00,West Plant,Packer,Day,Mid,69,64,0.01669446050952959,10,120.40097246308716,66.9706111405586,3.114180874967237,107.8125,0
2024-04-08 23:00:00,South Plant,Cutter,Day,Junior,59,56,0.05165258134727989,9,99.37557615885596,63.763888921496225,2.584930825011452,105.35714285714286,0
2024-04-09 00:00:00,North Plant,Assembler,Day,Senior,55,72,0.018616695820019118,8,128.77578823482128,67.88703548283223,2.7988109945334294,76.38888888888889,0
2024-04-09 01:00:00,West Plant,Assembler,Night,Junior,63,70,0.0009293841746134568,4,126.59703313891325,70.60596648661925,3.3123930823780023,90.0,0
2024-04-09 02:00:00,North Plant,Cutter,Night,Mid,62,58,0.012565314916406169,8,145.84138635733893,77.17558859970146,2.9419557589039464,106.89655172413792,0
2024-04-09 03:00:00,North Plant,Assembler,Night,Senior,67,74,0.07382456370873582,14,103.33109289528531,66.84442737612409,2.3537840861418893,90.54054054054053,0
2024-04-09 04:00:00,South Plant,Painter,Day,Junior,67,73,0.01722558155254018,12,113.03991037776825,79.12762796284774,1.8643660098238601,91.78082191780823,0
2024-04-09 05:00:00,North Plant,Assembler,Day,Junior,57,62,0.04681137197162013,11,117.24463896536,62.56349084568182,3.4907923332383097,91.93548387096774,0
2024-04-09 06:00:00,West Plant,Cutter,Day,Junior,43,74,0.07744105795960786,12,104.97333548830468,71.89704593270005,3.7799387385274534,58.108108108108105,0
2024-04-09 07:00:00,West Plant,Painter,Day,Senior,58,62,0.006054905922016572,11,104.85444832470426,65.40672613581242,2.012013842342059,93.54838709677419,0
2024-04-09 08:00:00,West Plant,Painter,Night,Junior,61,68,0.06463497151153251,10,114.83890224722894,71.74726990448372,2.9588503387207994,89.70588235294117,0
2024-04-09 09:00:00,West Plant,Assembler,Day,Junior,58,70,0.04780455364985849,11,99.36909178711271,81.32878072099618,3.2608622854631717,82.85714285714286,0
2024-04-09 10:00:00,South Plant,Packer,Day,Mid,51,60,0.02587198510120831,10,133.1474536794831,68.50888433477294,3.743305714526605,85.0,0
2024-04-09 11:00:00,North Plant,Painter,Night,Junior,55,72,0.029140364269745405,13,115.75444591330333,71.56494185792708,2.8871962849012407,76.38888888888889,0
2024-04-09 12:00:00,South Plant,Cutter,Night,Senior,62,62,0.002174619907178137,6,124.98518105968319,71.82374614983122,1.8846381415609352,100.0,0
2024-04-09 13:00:00,North Plant,Packer,Day,Mid,62,73,0.020466818964218206,15,123.80246520484795,69.71161524215651,2.283278698861829,84.93150684931507,0
2024-04-09 14:00:00,North Plant,Packer,Day,Senior,55,58,0.03387204361560007,5,123.57052244183744,81.6172171038725,2.5926351173416964,94.82758620689656,0
2024-04-09 15:00:00,North Plant,Painter,Day,Mid,72,58,0.05735308556197565,7,128.35608551757534,70.61260685634284,2.9695706380163314,124.13793103448276,0
2024-04-09 16:00:00,South Plant,Assembler,Day,Mid,65,61,0.021982275327566077,15,112.37526276866393,69.92107085185687,1.5458985533072014,106.55737704918033,0
2024-04-09 17:00:00,North Plant,Packer,Day,Junior,66,62,0.04642480715978845,9,152.27846523578472,66.37704565336372,3.460505094210021,106.4516129032258,0
2024-04-09 18:00:00,South Plant,Assembler,Day,Senior,55,63,0.058535025463897536,3,118.40545280325792,65.24395224953062,3.112876457007537,87.3015873015873,0
2024-04-09 19:00:00,West Plant,Painter,Night,Junior,47,55,0.05588247091325593,9,107.62046498258894,75.9359410676941,2.1083365685849746,85.45454545454545,0
2024-04-09 20:00:00,West Plant,Cutter,Night,Mid,65,71,0.04722332112328017,10,100.09716097439409,78.86606852795512,2.9689019194306265,91.54929577464789,0
2024-04-09 21:00:00,North Plant,Packer,Night,Junior,73,61,0.04641530855450738,9,97.50245013276216,78.65651324018259,2.9272172703993,119.67213114754098,0
2024-04-09 22:00:00,South Plant,Cutter,Night,Mid,61,74,0.0576968724425255,10,171.07448637146007,72.40612678468759,3.272570999244886,82.43243243243244,0
2024-04-09 23:00:00,West Plant,Assembler,Day,Mid,79,64,0.026840940964479334,8,122.67605347285165,66.7238928758252,3.0127233675933107,123.4375,0
2024-04-10 00:00:00,South Plant,Assembler,Day,Senior,66,55,0.03601719219760331,15,109.42735989851792,64.86892244181172,1.6266829312279936,120.0,0
2024-04-10 01:00:00,South Plant,Cutter,Day,Senior,68,72,0.07729334879044857,10,106.66593771935787,70.62521204627224,3.1266930329204494,94.44444444444444,0
2024-04-10 02:00:00,North Plant,Painter,Day,Senior,46,68,0.05348814828338431,9,129.81736341479453,73.08607845827247,2.5689836352352913,67.64705882352942,0
2024-04-10 03:00:00,West Plant,Painter,Night,Senior,62,73,0.04159137575150137,12,107.67381537808254,69.39619968068011,3.0499702846151533,84.93150684931507,0
2024-04-10 04:00:00,North Plant,Packer,Day,Junior,72,72,0.046264966621188224,9,126.21203978958373,64.86956129112423,2.095538109138979,100.0,0
2024-04-10 05:00:00,North Plant,Packer,Day,Senior,45,67,0.008354302889148669,4,129.81184394740794,67.27091541515583,3.211950908101628,67.16417910447761,0
2024-04-10 06:00:00,West Plant,Painter,Day,Senior,58,61,0.04735910046312333,10,123.70915909207304,73.32416086654585,2.79603647256855,95.08196721311475,0
2024-04-10 07:00:00,West Plant,Painter,Day,Senior,53,56,0.0669199174833744,3,91.15792381599894,71.58408781934794,1.9922172236315494,94.64285714285714,0
2024-04-10 08:00:00,South Plant,Cutter,Night,Mid,80,61,0.04188925512708364,11,140.33516165792958,76.41268199168005,1.1808446610891208,131.14754098360655,0
2024-04-10 09:00:00,West Plant,Assembler,Day,Mid,49,64,0.014151820394977569,8,128.23923628888133,77.4500330102242,1.8724303250729963,76.5625,0
2024-04-10 10:00:00,South Plant,Assembler,Night,Senior,64,71,0.03585679299496963,9,150.63566018289464,83.49586515349588,2.868539761142421,90.14084507042254,0
2024-04-10 11:00:00,South Plant,Packer,Day,Mid,68,59,0.022241901566839833,7,128.7256735741005,67.68749556087471,3.3650865147273388,115.2542372881356,0
2024-04-10 12:00:00,South Plant,Painter,Day,Mid,74,63,0.02877926690791475,16,108.48179426943898,74.67717859023287,2.5392999882438483,117.46031746031747,0
2024-04-10 13:00:00,West Plant,Cutter,Day,Junior,47,58,0.018000719941970916,10,114.51205852909946,64.97925722086896,2.256928836887627,81.03448275862068,0
2024-04-10 14:00:00,North Plant,Packer,Night,Mid,52,74,0.026712904464144777,12,117.89128562518341,71.83671749820617,3.620428408753209,70.27027027027027,0
2024-04-10 15:00:00,South Plant,Cutter,Day,Junior,64,69,0.0657358655402762,9,115.54384274713125,69.82864006570982,2.5954402712997555,92.7536231884058,0
2024-04-10 16:00:00,North Plant,Painter,Day,Mid,64,68,0.06061649316372696,10,110.41196895567674,70.12458945910834,2.5683823489551734,94.11764705882352,0
2024-04-10 17:00:00,North Plant,Painter,Day,Senior,68,72,0.03924312923520578,14,123.91500515132483,72.04274441780133,4.289869047547626,94.44444444444444,0
2024-04-10 18:00:00,West Plant,Painter,Night,Mid,59,64,0.06260014683477459,10,111.12154001309625,64.71538740057679,3.19414735135687,92.1875,0
2024-04-10 19:00:00,North Plant,Assembler,Night,Mid,52,70,0.07804521471821504,10,142.8644433849691,61.47621872896896,3.7529513815464135,74.28571428571429,0
2024-04-10 20:00:00,North Plant,Painter,Day,Junior,61,74,0.03249156052594317,11,97.90602822101889,67.39542309860268,3.259043122978398,82.43243243243244,0
2024-04-10 21:00:00,West Plant,Packer,Night,Senior,50,64,0.07839897527915003,13,117.545272410889,69.15837484619905,2.458038800418578,78.125,0
2024-04-10 22:00:00,South Plant,Assembler,Day,Junior,56,63,0.019672491964718954,9,106.04326394031511,70.41709600233698,3.616215541784835,88.88888888888889,0
2024-04-10 23:00:00,North Plant,Cutter,Day,Senior,66,70,0.0763630254522656,11,116.40896651005384,66.93488708203311,2.211076716051575,94.28571428571428,0
2024-04-11 00:00:00,West Plant,Packer,Night,Senior,55,59,0.06915470307599007,5,132.00795345340788,66.2897348763916,4.155938431996459,93.22033898305084,0
2024-04-11 01:00:00,North Plant,Packer,Day,Junior,64,73,0.01593047675713532,8,127.1173676361606,70.65368695259998,3.0725740711013545,87.67123287671232,0
2024-04-11 02:00:00,North Plant,Cutter,Day,Mid,58,55,0.02798748024089656,8,144.1952049810693,73.6037951466885,3.7202673600153133,105.45454545454544,0
2024-04-11 03:00:00,South Plant,Assembler,Night,Senior,53,55,0.05663368683230474,4,100.51851294763519,69.0303466068122,2.96852041108393,96.36363636363636,0
2024-04-11 04:00:00,North Plant,Packer,Night,Mid,63,59,0.01532968665633125,7,96.28416008996095,60.152000874044,2.013777333466825,106.77966101694916,0
2024-04-11 05:00:00,West Plant,Packer,Night,Junior,62,61,0.04725652267760119,6,104.478227063185,65.66535246692516,2.338623691611321,101.63934426229508,0
2024-04-11 06:00:00,North Plant,Packer,Night,Junior,52,69,0.042784570320369114,11,99.29486134954128,64.09597080742063,3.156059501322575,75.36231884057972,0
2024-04-11 07:00:00,South Plant,Assembler,Day,Junior,61,65,0.02334992655740286,4,126.64286204484077,71.61511018312795,1.9489291322310895,93.84615384615384,0
2024-04-11 08:00:00,South Plant,Assembler,Day,Junior,63,66,0.024042675177941765,8,132.04773126121594,77.93947505140453,3.7168872196921168,95.45454545454545,0
2024-04-11 09:00:00,West Plant,Assembler,Day,Senior,86,71,0.041304661647994685,12,140.63232853158473,67.07315449389787,2.3166942484464315,121.12676056338027,0
2024-04-11 10:00:00,South Plant,Packer,Day,Junior,53,71,0.023987952130748936,9,96.04750006355573,69.50569308066568,3.065949926004954,74.64788732394366,0
2024-04-11 11:00:00,North Plant,Painter,Day,Mid,53,71,0.014420375645289312,13,109.5674263425125,61.33398537775905,1.859792422034972,74.64788732394366,0
2024-04-11 12:00:00,South Plant,Cutter,Day,Mid,40,58,0.061868695755097985,8,99.08378295428052,78.92107215456684,2.737679692906325,68.96551724137932,0
2024-04-11 13:00:00,West Plant,Painter,Day,Senior,55,56,0.04654092777373397,5,104.4429367368778,71.7973919883025,4.645062547075327,98.21428571428571,0
2024-04-11 14:00:00,South Plant,Assembler,Day,Junior,70,64,0.03501088324377825,9,127.8287790353317,63.142795368798055,2.920952824685932,109.375,0
2024-04-11 15:00:00,South Plant,Packer,Night,Senior,52,59,0.014499806782344794,12,89.37857950013588,81.42216157648235,2.779309275623156,88.13559322033898,0
2024-04-11 16:00:00,South Plant,Packer,Day,Senior,68,64,0.04754923822131905,6,102.77100081459668,67.3471638042446,3.3401243512104557,106.25,0
2024-04-11 17:00:00,West Plant,Painter,Day,Senior,51,64,0.05028852717878036,9,119.1553213950803,65.43148390481431,3.568060687601229,79.6875,0
2024-04-11 18:00:00,South Plant,Painter,Day,Junior,52,65,0.038380449692669995,8,91.87733094057972,73.7640089284248,2.913582789855084,80.0,0
2024-04-11 19:00:00,South Plant,Cutter,Day,Mid,60,64,0.029819153015283942,7,137.03430330161012,68.96723192783536,3.5075671299650297,93.75,0
2024-04-11 20:00:00,North Plant,Packer,Day,Mid,75,65,0.06937973856731867,16,109.59675986643477,72.66763743088485,2.8559045682746795,115.38461538461537,0
2024-04-11 21:00:00,West Plant,Painter,Night,Senior,69,60,0.05638478457901542,12,148.05908557037543,80.24184522674442,2.564248395114852,114.99999999999999,0
2024-04-11 22:00:00,South Plant,Cutter,Night,Senior,64,64,0.02849371464240692,10,121.77711334134673,80.77085027935284,2.5452375427519462,100.0,0
2024-04-11 23:00:00,West Plant,Assembler,Night,Mid,57,62,0.047447235922819096,6,113.90405780732213,70.69637659291807,2.3710362697491334,91.93548387096774,0
2024-04-12 00:00:00,South Plant,Painter,Day,Mid,59,65,0.018698490814452393,19,101.92436321405262,68.0452859917363,2.1278767527986875,90.76923076923077,0
2024-04-12 01:00:00,South Plant,Assembler,Day,Junior,80,74,0.0009175972758488449,7,102.25121034664866,62.638463928891774,2.233437711727229,108.10810810810811,0
2024-04-12 02:00:00,South Plant,Cutter,Day,Senior,61,73,0.06950778434750299,13,100.45824206487418,60.05590305223242,3.9752712555062466,83.56164383561644,0
2024-04-12 03:00:00,North Plant,Assembler,Day,Junior,56,61,0.06551112222223812,13,125.64524168307037,74.84188108470623,3.3254805860418304,91.80327868852459,0
2024-04-12 04:00:00,North Plant,Packer,Night,Mid,55,66,0.0511522556727769,6,137.99044295830979,69.50819773851387,2.516591559841204,83.33333333333334,0
2024-04-12 05:00:00,North Plant,Packer,Night,Mid,51,60,0.06490509058847893,11,127.62760458899567,66.9162889901089,3.141347407214628,85.0,0
2024-04-12 06:00:00,West Plant,Assembler,Day,Mid,59,66,0.06246580870897069,9,97.3212099741285,71.80175238811505,3.5742060289381503,89.39393939393939,0
2024-04-12 07:00:00,West Plant,Packer,Day,Mid,75,59,0.06882049841701943,9,120.25958287819154,67.70992263214976,3.3136407312384333,127.11864406779661,0
2024-04-12 08:00:00,North Plant,Cutter,Night,Junior,75,67,0.07134912201771157,9,117.52172487380491,72.63472893111377,1.6331247964935078,111.94029850746267,0
2024-04-12 09:00:00,West Plant,Packer,Night,Mid,60,71,0.06550425951252571,9,114.97266362527566,70.03097381745906,4.764455463992666,84.50704225352112,0
2024-04-12 10:00:00,South Plant,Assembler,Night,Senior,60,63,0.06813989690907199,9,89.1189030902692,63.17929314079798,1.1500056950083017,95.23809523809523,0
2024-04-12 11:00:00,South Plant,Assembler,Night,Mid,68,74,0.04013566364454775,11,81.7599164235229,66.11523151865862,3.8836668549552495,91.8918918918919,0
2024-04-12 12:00:00,South Plant,Assembler,Night,Senior,62,71,0.05664059491352161,3,110.13713263106366,73.28312645409224,3.381892673149415,87.32394366197182,0
2024-04-12 13:00:00,North Plant,Painter,Night,Mid,60,73,0.02665973166368234,9,107.94255203907746,66.56489304700473,3.905260217948185,82.1917808219178,0
2024-04-12 14:00:00,West Plant,Assembler,Night,Junior,66,73,0.06889054996925671,14,136.3648266930602,66.1563903238609,2.6774507840842157,90.41095890410958,0
2024-04-12 15:00:00,North Plant,Cutter,Day,Senior,46,62,0.06868725089820109,8,130.61756089316998,77.97940640964106,2.692513028855779,74.19354838709677,0
2024-04-12 16:00:00,West Plant,Packer,Day,Junior,63,62,0.005291398320931479,12,124.68174545263555,70.42799653598648,2.036104782694461,101.61290322580645,0
2024-04-12 17:00:00,South Plant,Packer,Night,Mid,51,69,0.027761587787504434,8,108.9325419063509,74.13604399746423,1.9847187478259687,73.91304347826086,0
2024-04-12 18:00:00,North Plant,Painter,Day,Junior,54,61,0.013715584248780006,15,139.9703960146598,75.93706788301267,3.0368305232490345,88.52459016393442,0
2024-04-12 19:00:00,West Plant,Painter,Night,Mid,65,60,0.010863994859357184,8,147.31995860587372,72.52310925272972,3.088710454311322,108.33333333333333,0
2024-04-12 20:00:00,West Plant,Cutter,Day,Junior,76,70,0.03319142190548628,13,129.80473844981262,66.0389088352913,2.698304548362247,108.57142857142857,0
2024-04-12 21:00:00,South Plant,Assembler,Night,Junior,75,62,0.05005291177366914,4,112.02283389134175,72.29761806220604,2.0305032675335895,120.96774193548387,0
2024-04-12 22:00:00,North Plant,Painter,Day,Senior,53,57,0.027498063379296313,10,116.50325723087687,82.19359694924933,2.4800207578420457,92.98245614035088,0
2024-04-12 23:00:00,North Plant,Packer,Night,Mid,69,64,0.024737197541142154,5,158.074817929839,67.42485219888434,2.474036187415936,107.8125,0
2024-04-13 00:00:00,North Plant,Painter,Day,Junior,64,64,0.007556607368433443,9,124.00059348556141,75.28609444550396,2.060408737286791,100.0,0
2024-04-13 01:00:00,South Plant,Painter,Day,Mid,53,73,0.03063358313540073,13,138.99779873567857,75.18685054993205,3.8490415625718937,72.6027397260274,0
2024-04-13 02:00:00,North Plant,Assembler,Night,Senior,63,56,0.03767821654782511,7,115.51347015328125,66.39594336888774,3.0646125694500763,112.5,0
2024-04-13 03:00:00,South Plant,Painter,Night,Junior,64,63,0.03189647931872151,6,105.94006976779262,61.749975301910084,3.8370897042179894,101.58730158730158,0
2024-04-13 04:00:00,South Plant,Cutter,Night,Mid,59,55,0.05440674579519386,9,107.3051047743836,69.38599532542459,3.4576028892794266,107.27272727272728,0
2024-04-13 05:00:00,South Plant,Packer,Day,Junior,74,64,0.023052650433550613,8,82.08900531546709,63.396089657428845,3.0974322860794135,115.625,0
2024-04-13 06:00:00,West Plant,Assembler,Day,Junior,63,72,0.057283412039055265,10,110.87135290631085,56.004266431954434,5.177440982327015,87.5,0
2024-04-13 07:00:00,North Plant,Packer,Day,Junior,58,55,0.07062154444314307,9,147.72408914958032,66.49149223226388,3.3203701210409036,105.45454545454544,0
2024-04-13 08:00:00,North Plant,Cutter,Day,Junior,61,66,0.04729922391796801,10,123.62141073010051,70.49226458859599,3.6021004454782526,92.42424242424242,0
2024-04-13 09:00:00,South Plant,Cutter,Night,Senior,60,59,0.031094212580646527,11,113.52336444844217,78.40271636002728,2.114035398644404,101.69491525423729,0
2024-04-13 10:00:00,South Plant,Painter,Night,Senior,74,65,0.01437543074207226,10,103.10504432436235,64.43060315152537,4.287521999814251,113.84615384615384,0
2024-04-13 11:00:00,North Plant,Painter,Day,Mid,59,74,0.07459389817368442,10,128.4091964456606,69.17777661300597,3.0455632045656764,79.72972972972973,0
2024-04-13 12:00:00,South Plant,Painter,Night,Mid,72,68,0.06014844917773052,9,127.8846688139837,73.32926708758312,2.7821462008130364,105.88235294117648,0
2024-04-13 13:00:00,North Plant,Packer,Night,Junior,62,69,0.01971528918298156,9,127.54184962456736,61.87832843407944,2.6933249626589606,89.85507246376811,0
2024-04-13 14:00:00,West Plant,Cutter,Night,Junior,57,56,0.012050782851503596,7,111.14494318516483,69.47995681484949,2.8454584297078096,101.78571428571428,0
2024-04-13 15:00:00,South Plant,Assembler,Night,Junior,67,58,0.003944817031876644,12,113.75408640836437,68.56414506929325,3.9135460464897327,115.51724137931035,0
2024-04-13 16:00:00,North Plant,Painter,Day,Senior,64,73,0.015244238200737632,10,119.52640434748969,61.243446446589616,4.174675042028743,87.67123287671232,0
2024-04-13 17:00:00,South Plant,Packer,Night,Junior,59,67,0.05859001761383143,19,98.83021435638778,66.67921193938082,2.442653477251831,88.05970149253731,0
2024-04-13 18:00:00,North Plant,Painter,Night,Mid,67,73,0.05036268734151361,11,137.2735534094576,63.13911674431249,3.7480648320178362,91.78082191780823,0
2024-04-13 19:00:00,North Plant,Cutter,Night,Junior,58,67,0.0773949320797116,11,102.00042612516168,71.67162354324267,3.6720056248642656,86.56716417910447,0
2024-04-13 20:00:00,South Plant,Assembler,Day,Senior,46,66,0.02575767660046906,7,150.71354229341256,69.21566055483854,3.836021074078849,69.6969696969697,0
2024-04-13 21:00:00,West Plant,Cutter,Night,Junior,52,56,0.06292801537923406,5,123.81354057137085,69.89127682055413,3.658688138853249,92.85714285714286,0
2024-04-13 22:00:00,North Plant,Packer,Day,Senior,72,59,0.009636716361594626,12,126.79262128663208,69.18414857569077,3.315000335860277,122.03389830508475,0
2024-04-13 23:00:00,North Plant,Painter,Day,Senior,50,72,0.04500661581879816,6,99.19855151132639,67.68669039721837,2.3788237351126473,69.44444444444444,0
2024-04-14 00:00:00,North Plant,Cutter,Night,Senior,49,73,0.03734326176933739,13,123.15348092213148,70.61030247394922,1.8650039792080924,67.12328767123287,0
2024-04-14 01:00:00,West Plant,Packer,Night,Senior,64,57,0.06705595596499851,10,134.44168353636317,71.24860031712238,2.263660366107328,112.28070175438596,0
2024-04-14 02:00:00,West Plant,Painter,Day,Mid,50,58,0.05612825854144401,10,124.26801328187214,66.33704411029318,3.429864678580168,86.20689655172413,0
2024-04-14 03:00:00,South Plant,Assembler,Day,Senior,58,72,0.015545230417678572,9,121.7899861637456,72.66444234690347,2.716188319980738,80.55555555555556,0
2024-04-14 04:00:00,West Plant,Cutter,Day,Mid,67,66,0.07871075713589488,8,116.0080012634368,62.58934371479482,2.380194824225009,101.51515151515152,0
2024-04-14 05:00:00,South Plant,Painter,Day,Mid,51,57,0.06585146770446469,9,125.6091936278166,71.93852493770827,3.7280794559504375,89.47368421052632,0
2024-04-14 06:00:00,South Plant,Painter,Night,Junior,53,65,0.02837043110054994,12,114.14724969029433,76.81204515967853,2.8745170054295506,81.53846153846153,0
2024-04-14 07:00:00,West Plant,Painter,Day,Junior,65,68,0.06608242038275418,11,124.55142562500279,70.39780344030399,2.3425853528656657,95.58823529411765,0
2024-04-14 08:00:00,South Plant,Painter,Night,Senior,67,57,0.07655285139787116,8,142.91485764718095,62.611566528000665,2.328440494495906,117.54385964912282,0
2024-04-14 09:00:00,West Plant,Cutter,Night,Junior,57,59,0.0712225551586431,8,138.03083398441453,68.13867639070176,3.03560579088895,96.61016949152543,0
2024-04-14 10:00:00,South Plant,Painter,Day,Senior,61,61,0.044496799420439354,8,122.6884558613257,69.47887529445134,3.376894358164535,100.0,0
2024-04-14 11:00:00,West Plant,Packer,Night,Junior,64,74,0.04617182623338846,10,102.78605081639415,60.23689671704703,3.70228286758903,86.48648648648648,0
2024-04-14 12:00:00,West Plant,Cutter,Day,Senior,44,71,0.008527902350171725,11,116.75330882662465,72.48242300470451,2.0870281171855574,61.97183098591549,0
2024-04-14 13:00:00,South Plant,Painter,Day,Junior,42,73,0.013176522166195586,6,126.7156488952946,75.75303311130276,2.604387710444395,57.534246575342465,0
2024-04-14 14:00:00,North Plant,Cutter,Day,Junior,64,57,0.07860869108589512,9,127.90132539731111,75.47773324307609,3.591718586551494,112.28070175438596,0
2024-04-14 15:00:00,South Plant,Packer,Night,Mid,55,55,0.06158321369157018,8,136.92959443379212,63.60796441130735,2.8251706908399776,100.0,0
2024-04-14 16:00:00,West Plant,Packer,Night,Junior,59,62,0.002040560216373022,10,102.01475260480119,72.52816326067146,2.70908000922761,95.16129032258065,0
2024-04-14 17:00:00,North Plant,Cutter,Day,Junior,48,74,0.043803423862519994,6,135.65814289533864,78.7847600239231,2.752825172732791,64.86486486486487,0
2024-04-14 18:00:00,South Plant,Painter,Night,Senior,56,59,0.027623749076071426,16,130.3595589381803,66.8493991425659,2.6303928461223576,94.91525423728814,0
2024-04-14 19:00:00,South Plant,Painter,Night,Mid,66,57,0.024921035909529828,9,139.47971432479284,74.27149908249056,3.6685140488887473,115.78947368421053,0
2024-04-14 20:00:00,South Plant,Packer,Night,Senior,67,74,0.04452830352533225,17,101.12986667020394,66.06977761090369,2.824452592882041,90.54054054054053,0
2024-04-14 21:00:00,North Plant,Painter,Night,Junior,59,71,0.025612065069812714,8,168.04939501260696,74.13438014568715,2.219341563810201,83.09859154929578,0
2024-04-14 22:00:00,West Plant,Packer,Night,Senior,79,67,0.020124363600458006,10,105.26628847624195,65.02781005198881,3.149930924240891,117.91044776119404,0
2024-04-14 23:00:00,South Plant,Painter,Day,Mid,51,67,0.07502527254603673,11,110.44867480638933,70.55219504356663,2.4153259803681912,76.11940298507463,0
2024-04-15 00:00:00,South Plant,Packer,Night,Senior,58,58,0.003188576404852981,6,109.52996589946625,74.14284980504212,3.149623110826061,100.0,0
2024-04-15 01:00:00,South Plant,Assembler,Night,Junior,52,72,0.034893680252370364,6,129.30581611894527,72.15436464182496,2.1605713990709674,72.22222222222221,0
2024-04-15 02:00:00,South Plant,Painter,Day,Senior,51,60,0.04089488847322431,11,123.96505381479699,69.88860473826544,3.1326170811621084,85.0,0
2024-04-15 03:00:00,South Plant,Painter,Night,Junior,62,56,0.035196143061880444,12,116.24454825038423,71.39139388129793,2.9161152570191864,110.71428571428572,0
2024-04-15 04:00:00,West Plant,Painter,Night,Mid,71,69,0.05258009904517783,15,142.65905595204393,72.40144316715059,2.879512538803024,102.89855072463767,0
2024-04-15 05:00:00,West Plant,Cutter,Night,Mid,56,56,0.002054081513434829,13,131.93111102222878,66.09971256779478,1.953937726737406,100.0,0
2024-04-15 06:00:00,South Plant,Painter,Day,Senior,63,74,0.0707998753342061,12,112.57551886764891,60.7052506387272,3.23814805641062,85.13513513513513,0
2024-04-15 07:00:00,North Plant,Cutter,Night,Mid,72,74,0.040016978976792676,7,104.17206943779776,63.64546864503533,2.754110455873664,97.2972972972973,0
2024-04-15 08:00:00,West Plant,Cutter,Night,Senior,81,70,0.04429395614255816,16,136.67342724088346,69.45198659320411,2.702294000016946,115.71428571428572,0
2024-04-15 09:00:00,North Plant,Packer,Day,Junior,65,65,0.037021686808545236,8,105.83376274998464,77.95974036715566,3.0801342368076003,100.0,0
2024-04-15 10:00:00,West Plant,Cutter,Day,Senior,48,71,0.035560681715874475,17,129.6293392889279,61.73967584878473,3.1673464286224307,67.6056338028169,0
2024-04-15 11:00:00,South Plant,Cutter,Night,Junior,55,55,0.014935952435992342,7,84.32687842061989,63.62088993431448,2.854919100696339,100.0,0
2024-04-15 12:00:00,West Plant,Assembler,Day,Mid,67,67,0.040351640564433064,13,119.43731954605221,78.5128563022785,2.3018545024515165,100.0,0
2024-04-15 13:00:00,South Plant,Painter,Day,Junior,58,62,0.0337077787258112,12,143.0831769314871,70.15122096669964,2.5359536082780503,93.54838709677419,0
2024-04-15 14:00:00,West Plant,Cutter,Day,Junior,61,57,0.03744955593925727,5,127.37585807116493,65.60198000843629,2.68548605832259,107.01754385964912,0
2024-04-15 15:00:00,South Plant,Painter,Night,Junior,66,68,0.0011064704567938133,7,144.9846144594497,69.28500263619769,3.90141174249655,97.05882352941177,0
2024-04-15 16:00:00,South Plant,Cutter,Night,Junior,64,68,0.01047147857438115,4,112.44107811834058,66.98890914837982,4.3154582509923705,94.11764705882352,0
2024-04-15 17:00:00,South Plant,Packer,Day,Junior,63,68,0.06105370427247635,9,123.9283323142875,68.0178327214118,2.896340652215817,92.64705882352942,0
2024-04-15 18:00:00,South Plant,Assembler,Day,Senior,54,73,0.03352831862134135,5,117.38561983793878,71.29007311039805,3.1907532730436037,73.97260273972603,0
2024-04-15 19:00:00,North Plant,Cutter,Day,Junior,62,65,0.05943256076978194,17,120.746195722766,68.93257931248117,3.392042439382529,95.38461538461539,0
2024-04-15 20:00:00,South Plant,Painter,Day,Junior,57,66,0.013688900887436581,13,106.18803068841414,72.70582427418519,3.3013017255704424,86.36363636363636,0
2024-04-15 21:00:00,North Plant,Packer,Night,Junior,61,55,0.05585682442193096,8,120.58527750615048,66.07412525757101,2.931035136277133,110.9090909090909,0
2024-04-15 22:00:00,North Plant,Painter,Day,Junior,63,55,0.02312893184623607,7,116.13562414893973,72.98800817189534,3.6373360569394833,114.54545454545455,0
2024-04-15 23:00:00,South Plant,Packer,Night,Junior,64,68,0.056409730266540496,11,112.63336392767789,68.52656524224959,3.0764776024722504,94.11764705882352,0
2024-04-16 00:00:00,North Plant,Assembler,Day,Junior,49,72,0.006942699992633132,4,111.71219843471653,77.56691025566872,3.019815216132076,68.05555555555556,0
2024-04-16 01:00:00,West Plant,Packer,Night,Mid,54,56,0.026691317601303846,8,114.10400932694326,75.28816682731312,3.7055529509195404,96.42857142857143,0
2024-04-16 02:00:00,South Plant,Painter,Night,Senior,60,58,0.009548513154310436,8,134.3852410523344,73.94078008054856,2.621976709598938,103.44827586206897,0
